schoolid_cps,schoolname_cps,fullname_cps,schoolname2_cps,isbe_name_cps,street_number_cps,street_direction_cps,street_name_cps,city_cps,state_cps,zip_cps,cps_unit_cps,oracleid_cps,school_category_cps,community_area_number_cps,community_area_cps,geographicarea_cps,geographic_area_number_cps,cook_county_district_cps,census_block_cps,latitude_cps,longitude_cps,ncessch_num_cps,ncessch_cps,census_tract_cps
400033,Cics - Longwood,Chicago Intl Charter - Longwood,Cics - Longwood,Chicago International Charter,1309,W,95th St,Chicago,IL,60643,2420.0,66061,HS,73.0,Washington Heights,Auburn Gresham,5.0,4.0,170317304002001,41.7212488715,-87.6557687539,170993003505,_170993003505,17031730400
400137,Little Black Pearl,Little Black Pearl Art and Design Academy,Little Black Pearl,Youth Connections Charter HS,1060,E,47th St,Chicago,IL,60653,9054.0,66622,HS,39.0,Kenwood,Bronzeville,15.0,3.0,170313902002014,41.8096680576,-87.5993393938999,170993003473,_170993003473,17031390200
610547,South Shore Intl HS,South Shore Intl College Prep High School,South Shore Intl HS,South Shore Intl Col Prep HS,1955,E,75th St,Chicago,IL,60649,8676.0,46631,HS,43.0,South Shore,South Shore,11.0,4.0,170318342002000,41.7952016620999,-87.7110221811,,_,17031834200
610109,Owen,William Bishop Owen Scholastic Academy ES,Owen,Owen Elem Scholastic Academy,8247,S,Christiana Ave,Chicago,IL,60652,5240.0,29241,ES,70.0,Ashburn,Ashburn,6.0,3.0,170317004014013,41.8918055749999,-87.6654629566999,170993001015,_170993001015,17031700401
609794,"Edison, T",Thomas A Edison Regional Gifted Center ES,"Edison, T",Edison Elem Regional Gifted Cntr,4929,N,Sawyer Ave,Chicago,IL,60625,2220.0,29011,ES,14.0,Albany Park,Albany Irving,27.0,12.0,170311402001008,41.9582204769999,-87.7021142077,170993004944,_170993004944,17031140200
609866,Coonley,John C Coonley Elementary School,Coonley,Coonley Elem School,4046,N,Leavitt St,Chicago,IL,60618,2880.0,22821,ES,5.0,North Center,Ravenswood,30.0,12.0,170310502003009,41.7452375451999,-87.6597379541999,170993000674,_170993000674,17031050200
610323,Bowen HS,Bowen High School,Bowen HS,Bowen High School,2710,E,89th St,Chicago,IL,60617,7540.0,46491,HS,46.0,South Chicago,South Shore,11.0,4.0,170314606001016,41.8293550503,-87.6678531945999,170993005072,_170993005072,17031460600
610158,Sayre,Harriet E Sayre Elementary Language Academy,Sayre,Sayre Elem Language Academy,1850,N,Newland Ave,Chicago,IL,60707,5720.0,29271,ES,25.0,Austin,Belmont Cragin,26.0,9.0,170312505004020,41.9911547557,-87.7459202073,170993001070,_170993001070,17031250500
610184,Spry,John Spry Elementary Community School,Spry,Spry Elem Community School,2400,S,Marshall Blvd,Chicago,IL,60623,6010.0,25451,ES,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170313011001004,41.9939426911,-87.7240058512,170993001106,_170993001106,17031301100
610200,"Thorp, J",James N Thorp Elementary School,"Thorp, J",Thorp  J N Elem School,8914,S,Buffalo Ave,Chicago,IL,60617,6180.0,25601,ES,46.0,South Chicago,South Shore,11.0,4.0,170318339001007,41.7154703702999,-87.5329341422999,170993001122,_170993001122,17031833900
609830,Brunson,Milton Brunson Math & Science Specialty ES,Brunson,Brunson Math & Sci Specialty Elem,932,N,Central Ave,Chicago,IL,60651,2550.0,22491,ES,25.0,Austin,Austin,25.0,1.0,170312513002000,41.9123853466999,-87.6686611344999,170993000638,_170993000638,17031251300
610230,Wildwood,Wildwood Elementary School,Wildwood,Wildwood Elem School,6950,N,Hiawatha Ave,Chicago,IL,60646,6470.0,25881,ES,12.0,Forest Glen,Sauganash,28.0,9.0,170311201004011,41.8504534519,-87.6733908649,170993000898,_170993000898,17031120100
400148,Instituto Justice Chtr Acad,Instituto Justice and Leadership Acad Charter HS,Instituto Justice Chtr Acad,IJLA Charter High School,2570,S,Blue Island Blvd,Chicago,IL,60608,9065.0,63132,HS,31.0,Lower West Side,Pilsen - Little Village,16.0,7.0,170318413003020,41.84542162,-87.6840481342999,170993006238,_170993006238,17031841300
400015,Aspira Chtr - Ramirez HS,ASPIRA Charter - Mirta Ramirez Computer Science,Aspira Chtr - Ramirez HS,Aspira Charter High School,1711,N,California Ave,Chicago,IL,60647,7800.0,66251,HS,24.0,West Town,Humboldt Park,21.0,8.0,170312407001004,41.9125048318,-87.6969781149999,170993005663,_170993005663,17031240700
609996,Holden,Charles N Holden Elementary School,Holden,Holden Elem School,1104,W,31st St,Chicago,IL,60608,4020.0,23821,ES,60.0,Bridgeport,Bridgeport - Chinatown,18.0,11.0,170316006001015,41.9703077965,-87.7103610876999,170993000858,_170993000858,17031600600
609702,Crane HS,Richard T Crane Technical Preparatory HS,Crane HS,Crane Technical Prep High School,2245,W,Jackson Blvd,Chicago,IL,60612,1270.0,46081,HS,28.0,Near West Side,Near West,23.0,2.0,170318380001026,41.9750679336,-87.6794474519,170993000717,_170993000717,17031838000
610284,New Field,New Field Elementary School,New Field,New Field Elem School,1707,W,Morse Ave,Chicago,IL,60626,7060.0,22071,ES,1.0,Rogers Park,Ravenswood,30.0,13.0,170310107022009,41.7603154703,-87.5568187039,170993005687,_170993005687,17031010702
610251,Cather,Willa Cather Elementary School,Cather,Cather Elem School,2908,W,Washington Blvd,Chicago,IL,60612,6730.0,26021,ES,27.0,East Garfield Park,Garfield - West Humboldt,20.0,1.0,170318371002030,41.7940486788,-87.6902241785,170993000656,_170993000656,17031837100
400050,Namaste Chtr Campus,Namaste Charter Elementary School,Namaste Chtr Campus,Namaste Elem Charter School,3737,S,Paulina St,Chicago,IL,60609,7920.0,66271,ES,59.0,Mckinley Park,McKinley Park,17.0,11.0,170315907002026,41.8256990471,-87.6677607193999,170993005102,_170993005102,17031590700
609972,Haugan,Helge A Haugan Elementary School,Haugan,Haugan Elem School,4540,N,Hamlin Ave,Chicago,IL,60625,3810.0,23591,ES,14.0,Albany Park,Albany Irving,27.0,12.0,170311406023012,41.7934198044999,-87.5868541149999,170993000831,_170993000831,17031140602
609764,Juarez HS,Benito Juarez Community Academy High School,Juarez HS,Juarez Community Academy HS,2150,S,Laflin St,Chicago,IL,60608,1890.0,46421,HS,31.0,Lower West Side,Pilsen - Little Village,16.0,7.0,170313107001020,41.7074460748,-87.6030643545,170993000722,_170993000722,17031310700
610242,Brennemann,Joseph Brennemann Elementary School,Brennemann,Brennemann Elem School,4251,N,Clarendon Ave,Chicago,IL,60613,6600.0,25991,ES,3.0,Uptown,Ravenswood,30.0,10.0,170310314001001,41.7653611216,-87.6529811393999,170993000616,_170993000616,17031031400
609820,Burley,Augustus H Burley Elementary School,Burley,Burley Elem School,1630,W,Barry Ave,Chicago,IL,60657,2470.0,22421,ES,6.0,Lake View,Lincoln Park,29.0,12.0,170310626001006,41.9175974811,-87.7827363014999,170993000632,_170993000632,17031062600
400039,Erie Chtr Campus,Erie Elementary Charter School,Erie Chtr Campus,Erie Elem Charter School,1405,N,Washtenaw Ave,Chicago,IL,60622,5780.0,66331,ES,24.0,West Town,Humboldt Park,21.0,8.0,170312410001005,41.9067715451,-87.6944011607999,170993005797,_170993005797,17031241000
609893,Dore,John C Dore Elementary School,Dore,Dore Elem School,6108,S,Natoma Ave,Chicago,IL,60638,3080.0,23001,ES,64.0,Clearing,MDW,7.0,11.0,170316404002034,41.8892867399,-87.7050619661,170993000725,_170993000725,17031640400
610263,Dulles,John Foster Dulles Elementary School,Dulles,Dulles Elem School,6311,S,Calumet Ave,Chicago,IL,60637,6860.0,26141,ES,69.0,Greater Grand Crossing,Woodlawn,13.0,2.0,170318425001001,41.8173367293,-87.5990993611,170993000682,_170993000682,17031842500
609720,Lane HS,Albert G Lane Technical High School,Lane HS,Lane Technical High School,2501,W,Addison St,Chicago,IL,60618,1440.0,46221,HS,5.0,North Center,Logan,9.0,12.0,170318437001018,41.7904824288999,-87.7803947179999,170993000942,_170993000942,17031843700
610099,Norwood Park,Norwood Park Elementary School,Norwood Park,Norwood Park Elem School,5900,N,Nina Ave,Chicago,IL,60631,5120.0,24711,ES,10.0,Norwood Park,Sauganash,28.0,9.0,170311003004016,41.9195808825,-87.7314568265999,170993000997,_170993000997,17031100300
400013,Aspira Chtr - Early College HS,ASPIRA Charter - Early College,Aspira Chtr - Early College HS,Aspira Charter High School,3986,W,Barry Ave,Chicago,IL,60618,7803.0,66254,HS,21.0,Avondale,Logan,9.0,8.0,170312105012024,41.9373268347999,-87.7268360207,170993005663,_170993005663,17031210501
610203,Tonti,Enrico Tonti Elementary School,Tonti,Tonti Elem School,5815,S,Homan Ave,Chicago,IL,60629,6220.0,25631,ES,63.0,Gage Park,McKinley Park,17.0,7.0,170316309002004,41.9485438736999,-87.7776307207,170993001127,_170993001127,17031630900
610048,Manierre,George Manierre Elementary School,Manierre,Manierre Elem School,1420,N,Hudson Ave,Chicago,IL,60610,4580.0,24311,ES,8.0,Near North Side,Lincoln Park,29.0,2.0,170310804001009,41.9341914723,-87.7772109386,170993000936,_170993000936,17031080400
610141,Ravenswood,Ravenswood Elementary School,Ravenswood,Ravenswood Elem School,4332,N,Paulina St,Chicago,IL,60613,5550.0,25061,ES,6.0,Lake View,Ravenswood,30.0,12.0,170310602001002,41.9184588446999,-87.6838005627,170993001050,_170993001050,17031060200
610117,Pasteur,Louis Pasteur Elementary School,Pasteur,Pasteur Elem School,5825,S,Kostner Ave,Chicago,IL,60629,5310.0,24851,ES,62.0,West Elsdon,McKinley Park,17.0,11.0,170316203005005,41.7664760122,-87.6115822409,170993001023,_170993001023,17031620300
400029,Cics - Washington Park,Chicago Intl Charter - Washington Park,Cics - Washington Park,Chicago International Charter,6105,S,Michigan Ave,Chicago,IL,60637,2290.0,66181,ES,40.0,Washington Park,Woodlawn,13.0,2.0,170314008002007,41.7836163451,-87.6221051128,170993003505,_170993003505,17031400800
400107,Learn Chrt - So Chicago,LEARN  Charter School-South Chicago Campus,Learn Chrt - So Chicago,Learn Elem Charter School,8914,S,Buffalo Ave,Chicago,IL,60617,8029.0,66563,ES,46.0,South Chicago,South Shore,11.0,4.0,170318339001007,41.7333296560999,-87.5444418175,,_,17031833900
610123,Penn,William Penn Elementary School,Penn,Penn Elem School,1616,S,Avers Ave,Chicago,IL,60623,5370.0,24911,ES,29.0,North Lawndale,North Lawndale,19.0,2.0,170312924001002,41.8715949308,-87.6836523588,170993001028,_170993001028,17031292400
610198,Taylor,Douglas Taylor Elementary School,Taylor,Taylor Elem School,9912,S,Avenue H,Chicago,IL,60617,6150.0,25591,ES,52.0,East Side,Far East Side,2.0,4.0,170315201001042,41.9891396826999,-87.6582593068,170993001120,_170993001120,17031520100
610041,"Locke, J",Josephine C Locke Elementary School,"Locke, J",Locke  J Elem School,2828,N,Oak Park Ave,Chicago,IL,60634,4510.0,24231,ES,18.0,Montclare,Belmont Cragin,26.0,9.0,170311801002009,41.9400085349999,-87.7026714153,170993000927,_170993000927,17031180100
610345,Woodson,Carter G Woodson South Elementary School,Woodson,Woodson South Elem School,4414,S,Evans,Chicago,IL,60653,7820.0,26541,ES,38.0,Grand Boulevard,Bronzeville,15.0,3.0,170318360003014,41.9421377377,-87.7764315432,170993001163,_170993001163,17031836000
609750,Simpson HS,Simpson Academy High School for Young Women,Simpson HS,Simpson Acad HS for Young Women,1321,S,Paulina St,Chicago,IL,60608,1750.0,49051,HS,28.0,Near West Side,Near West,23.0,2.0,170318429004065,41.8425338464,-87.695224323,170993004383,_170993004383,17031842900
609792,Bateman,Newton Bateman Elementary School,Bateman,Bateman Elem School,4220,N,Richmond St,Chicago,IL,60618,2190.0,22171,ES,16.0,Irving Park,Albany Irving,27.0,8.0,170311606012009,41.7541944450999,-87.6708904894999,170993000591,_170993000591,17031160601
610208,Lavizzo,Mildred I Lavizzo Elementary School,Lavizzo,Lavizzo Elem School,138,W,109th St,Chicago,IL,60628,6260.0,25671,ES,49.0,Roseland,Far South Side,22.0,5.0,170314910002002,41.7990469659999,-87.7588917358999,170993001135,_170993001135,17031491000
400133,Yccs Chtr - Innovations,YCCS-Innovations of Arts Integration HS,Yccs Chtr - Innovations,Youth Connections Charter HS,220,W,45th Pl,Chicago,IL,60609,9602.0,66617,HS,37.0,Fuller Park,Bronzeville,15.0,2.0,170318355002027,41.8118176344,-87.631990875,170993003473,_170993003473,17031835500
609871,Vick,Barbara Vick Early Childhood & Family Center,Vick,Vick Early Childhood & Family Ctr,2554,W,113th St,Chicago,IL,60655,2920.0,26731,ES,75.0,Morgan Park,Beverly,3.0,11.0,170317504001018,41.7846813513,-87.6571325466999,170993003570,_170993003570,17031750400
610004,Cullen,Countee Cullen Elementary School,Cullen,Cullen Elem School,10650,S,Eberhart Ave,Chicago,IL,60628,4100.0,23891,ES,49.0,Roseland,Far South Side,22.0,5.0,170314909021024,41.7333371196,-87.5682647274,170993001194,_170993001194,17031490902
400121,Uno Chtr - Northside,UNO Charter - Rogers Park ES,Uno Chtr - Northside,UNO Network Charter Schools,7416,N,Ridge Blvd,Chicago,IL,60645,9038.0,66134,ES,2.0,West Ridge,Ravenswood,30.0,13.0,170310201002001,42.0164781781,-87.6843690134,,_,17031020100
609777,Armour,Phillip D Armour Elementary School,Armour,Armour Elem School,950,W,33rd Pl,Chicago,IL,60608,2070.0,22061,ES,60.0,Bridgeport,Bridgeport - Chinatown,18.0,11.0,170318397003002,41.9341255571999,-87.6562654048999,170993001001,_170993001001,17031839700
609832,Byrne,Michael M Byrne Elementary School,Byrne,Byrne Elem School,5329,S,Oak Park Ave,Chicago,IL,60638,2570.0,22501,ES,56.0,Garfield Ridge,MDW,7.0,11.0,170315609003014,41.8288685081,-87.6924199474999,170993000640,_170993000640,17031560900
609888,Dodge,Mary Mapes Dodge Elementary Renaissance Academy,Dodge,Dodge Elem School,431,N,Troy St,Chicago,IL,60612,3050.0,22981,ES,23.0,Humboldt Park,Garfield - West Humboldt,20.0,1.0,170318367002042,41.7956451036,-87.6426882418,170993000713,_170993000713,17031836700
610066,Mcdade,James E McDade Elementary Classical School,Mcdade,Mcdade Elem Classical School,8801,S,Indiana Ave,Chicago,IL,60619,4750.0,29181,ES,44.0,Chatham,Chatham,12.0,4.0,170314406001003,41.8422679111,-87.7062634082,170993000957,_170993000957,17031440600
610084,Keller,Annie Keller Elementary Gifted Magnet School,Keller,Keller Elem Gifted Magnet School,3020,W,108th St,Chicago,IL,60655,4960.0,29211,ES,74.0,Mount Greenwood,Beverly,3.0,11.0,170317401003002,41.6957331317,-87.7058465475,170993000860,_170993000860,17031740100
610101,Ogden,William B Ogden Elementary School,Ogden,Ogden Elem School,24,W,Walton St,Chicago,IL,60610,5150.0,24731,ES,8.0,Near North Side,Loop,1.0,2.0,170310811001002,41.9881325586,-87.8029541813999,170993001003,_170993001003,17031081100
609734,Taft HS,William Howard Taft High School,Taft HS,Taft High School,6530,W,Bryn Mawr Ave,Chicago,IL,60631,1580.0,46311,HS,10.0,Norwood Park,Sauganash,28.0,9.0,170311003001009,41.9356342059,-87.7834784907999,170993001153,_170993001153,17031100300
400082,Uno Chtr - Fuentes,UNO Charter - Carlos Fuentes,Uno Chtr - Fuentes,Uno Network Elem Charter School,2845,W,Barry Ave,Chicago,IL,60618,3342.0,66393,ES,21.0,Avondale,Logan,9.0,8.0,170312108001007,41.9375032175,-87.6995937796999,170993003555,_170993003555,17031210800
609766,Vaughn HS,Jacqueline B Vaughn Occupational High School,Vaughn HS,Vaughn Occupational High School,4355,N,Linder Ave,Chicago,IL,60641,1920.0,49081,HS,15.0,Portage Park,Albany Irving,27.0,12.0,170311503006015,41.7058594383,-87.6537125969999,170993001018,_170993001018,17031150300
400038,Community Services West,Community Services West Academy,Community Services West,Community Services West High Sch,1239,S,Pulaski Rd,Chicago,IL,60623,1225.0,63061,HS,29.0,North Lawndale,North Lawndale,19.0,2.0,170318387003008,41.8649516198999,-87.725058722,170993005977,_170993005977,17031838700
610137,Prussing,Ernst Prussing Elementary School,Prussing,Prussing Elem School,4650,N,Menard Ave,Chicago,IL,60630,5510.0,25031,ES,15.0,Portage Park,Albany Irving,27.0,9.0,170311504013007,41.9569601996999,-87.7610063873,170993001043,_170993001043,17031150401
610087,Blair,Blair Early Childhood Center,Blair,Blair Early Childhood Center,6751,W,63rd Pl,Chicago,IL,60638,4990.0,30071,ES,64.0,Clearing,MDW,7.0,11.0,170316405001010,41.6971428943,-87.6972778573999,170993004966,_170993004966,17031640500
609959,Haines,John Charles Haines Elementary School,Haines,Haines Elem School,247,W,23rd Pl,Chicago,IL,60616,3700.0,23481,ES,34.0,Armour Square,Bridgeport - Chinatown,18.0,2.0,170318411002017,41.7754368287,-87.7588023429999,170993000815,_170993000815,17031841100
610568,Pathways Education HS - Avondale,Pathways in Education Avondale,Pathways Education HS - Avondale,,3100,W,Belmont,Chicago,IL,60618,9633.0,,HS,21.0,Avondale,Logan,9.0,8.0,170312101002020,41.7638954211999,-87.6491609928,,_,17031210100
609938,Gary,Joseph E Gary Elementary School,Gary,Gary Elem School,3740,W,31st St,Chicago,IL,60623,3520.0,23311,ES,30.0,South Lawndale,Pilsen - Little Village,16.0,7.0,170313017021006,41.7068010763999,-87.5352119264999,170993000785,_170993000785,17031301702
610220,Waters,Thomas J Waters Elementary School,Waters,Waters Elem School,4540,N,Campbell Ave,Chicago,IL,60625,6370.0,25781,ES,4.0,Lincoln Square,Ravenswood,30.0,12.0,170310408001003,41.7267623979,-87.5753891746,170993001147,_170993001147,17031040800
610570,Ombudsman 2 HS,Ombudsman #2,Ombudsman 2 HS,,,,,Chicago,IL,60631,9635.0,,HS,9.0,Edison Park,Sauganash,28.0,9.0,170310901001001,41.7668209818,-87.5858670779,,_,17031090100
610148,Chavez,Cesar E Chavez Multicultural Academic Center ES,Chavez,Chavez Elem Multicultural Acad Ct,4747,S,Marshfield Ave,Chicago,IL,60609,5640.0,25151,ES,61.0,New City,McKinley Park,17.0,7.0,170316113001004,41.7641684246,-87.6001763903,170993000411,_170993000411,17031611300
610044,Lowell,James Russell Lowell Elementary School,Lowell,Lowell Elem School,3320,W,Hirsch St,Chicago,IL,60651,4540.0,24251,ES,23.0,Humboldt Park,Humboldt Park,21.0,8.0,170312309001023,41.9317629597,-87.7955673303,170993000930,_170993000930,17031230900
610183,Spencer Tech Acad,Spencer Technology Academy,Spencer Tech Acad,Spencer Technology Acad Elem Sch,214,N,Lavergne Ave,Chicago,IL,60644,6000.0,25441,ES,25.0,Austin,Austin,25.0,1.0,170312518002010,41.8653784595,-87.6534452429999,170993001101,_170993001101,17031251800
610174,Shields,James Shields Elementary School,Shields,Shields Elem School,4250,S,Rockwell St,Chicago,IL,60632,5910.0,25361,ES,58.0,Brighton Park,McKinley Park,17.0,7.0,170315806003000,41.7997397751,-87.6502115818999,170993001092,_170993001092,17031580600
609845,"Carver , G",George Washington Carver Primary School,"Carver , G",Carver Primary School,901,E,133rd Pl,Chicago,IL,60827,2690.0,22621,ES,54.0,Riverdale,Far South Side,22.0,5.0,170315401013008,41.7932727028,-87.6877628807999,170993000993,_170993000993,17031540101
610013,Pilsen,Pilsen Elementary Community Academy,Pilsen,Pilsen Elem Community Academy,1420,W,17th St,Chicago,IL,60608,4210.0,31141,ES,31.0,Lower West Side,Pilsen - Little Village,16.0,7.0,170313106001013,41.9846415011,-87.7004926531,170993000878,_170993000878,17031310600
610362,Evers,Medgar Evers Elementary School,Evers,Evers Elem School,9811,S,Lowe Ave,Chicago,IL,60628,7990.0,26591,ES,73.0,Washington Heights,Auburn Gresham,5.0,4.0,170317305004031,41.9623079615,-87.6638161965999,170993000757,_170993000757,17031730500
610157,Sawyer,Sidney Sawyer Elementary School,Sawyer,Sawyer Elem School,5248,S,Sawyer Ave,Chicago,IL,60632,5710.0,25231,ES,63.0,Gage Park,McKinley Park,17.0,7.0,170316303001014,41.7353799169,-87.6388060702,170993001068,_170993001068,17031630300
610201,"Thorp, O",Ole A Thorp Elementary Scholastic Academy,"Thorp, O",Thorp  O A Elem Scholastic Acad,6024,W,Warwick Ave,Chicago,IL,60634,6190.0,29301,ES,17.0,Dunning,Reed-Dunning,24.0,12.0,170311702001015,41.6775328841,-87.6581115778,170993001123,_170993001123,17031170200
609679,Prosser HS,Charles Allen Prosser Career Academy High School,Prosser HS,Prosser Career Academy HS,2148,N,Long Ave,Chicago,IL,60639,1070.0,53041,HS,19.0,Belmont Cragin,Belmont Cragin,26.0,8.0,170311912002000,41.8402261095,-87.6176007457,170993000681,_170993000681,17031191200
609926,Franklin,Franklin Elementary Fine Arts Center,Franklin,Franklin Elem Fine Arts Center,225,W,Evergreen Ave,Chicago,IL,60610,3420.0,29081,ES,8.0,Near North Side,Lincoln Park,29.0,2.0,170310803001007,41.7296720889,-87.6555177861,170993000777,_170993000777,17031080300
400035,Chgo Math & Sci Acad Campus HS,Chicago Math and Science Academy High School,Chgo Math & Sci Acad Campus HS,Chicago Math & Sci Elem Charter,7212,N,Clark St,Chicago,IL,60626,7940.0,66281,HS,1.0,Rogers Park,Ravenswood,30.0,13.0,170310102022002,42.0130346119999,-87.6747818606,170993005092,_170993005092,17031010202
610047,Madison,James Madison Elementary School,Madison,Madison Elem School,7433,S,Dorchester Ave,Chicago,IL,60619,4570.0,24301,ES,43.0,South Shore,South Shore,11.0,3.0,170314304004005,41.9064921535999,-87.7102163819999,170993000935,_170993000935,17031430400
400075,Univ Of Chgo Chtr - Donoghue,University of Chicago Charter - Donoghue,Univ Of Chgo Chtr - Donoghue,Univ of Chicago Elem Charter Schl,707,E,37th St,Chicago,IL,60653,2600.0,66321,ES,36.0,Oakland,Bronzeville,15.0,3.0,170318365002008,41.8277515955999,-87.6085142901,170993003542,_170993003542,17031836500
610125,Ruiz,Irma C Ruiz Elementary School,Ruiz,Ruiz Elem School,2410,S,Leavitt St,Chicago,IL,60608,5390.0,24931,ES,31.0,Lower West Side,Pilsen - Little Village,16.0,7.0,170318413003000,41.8583871238,-87.7212629729999,170993005413,_170993005413,17031841300
609718,Kennedy HS,John F Kennedy High School,Kennedy HS,Kennedy High School,6325,W,56th St,Chicago,IL,60638,1420.0,46201,HS,56.0,Garfield Ridge,MDW,7.0,11.0,170315611006006,41.8187296523,-87.694601984,170993000924,_170993000924,17031561100
609800,Bennett,Frank I Bennett Elementary School,Bennett,Bennett Elem School,10115,S,Prairie Ave,Chicago,IL,60628,2280.0,22241,ES,49.0,Roseland,Far South Side,22.0,5.0,170314908004004,41.9589380489999,-87.7340564895999,170993000607,_170993000607,17031490800
610012,Jenner,Edward Jenner Elementary Academy of the Arts,Jenner,Jenner Elem Academy of The Arts,1119,N,Cleveland Ave,Chicago,IL,60610,4200.0,23951,ES,8.0,Near North Side,Loop,1.0,2.0,170318383001008,41.9392467536999,-87.6758464594,170993000874,_170993000874,17031838300
610555,Banner Academy West HS,Banner Academy West,Banner Academy West HS,Banner West Academy HS,,,,Chicago,IL,60651,8685.0,66301,HS,25.0,Austin,Austin,25.0,1.0,170312511003008,41.7588191019999,-87.5763531982999,170993006174,_170993006174,17031251100
610068,Hanson Park,Hanson Park Elementary School,Hanson Park,Hanson Park Elem School,5411,W,Fullerton Ave,Chicago,IL,60639,4770.0,24461,ES,19.0,Belmont Cragin,Belmont Cragin,26.0,8.0,170311912002000,41.7345493269,-87.6192510716,170993000720,_170993000720,17031191200
609875,Darwin,Charles R Darwin Elementary School,Darwin,Darwin Elem School,3116,W,Belden Ave,Chicago,IL,60647,2960.0,22881,ES,22.0,Logan Square,Logan,9.0,8.0,170312212002007,41.8526641707999,-87.7124334580999,170993000679,_170993000679,17031221200
400150,Yccs Chtr - Chatham,YCCS-Chatham Academy HS,Yccs Chtr - Chatham,Youth Connections Charter HS,9035,S,Langley Ave,Chicago,IL,60619,9599.0,66631,HS,44.0,Chatham,Chatham,12.0,4.0,170314409001015,41.7301309329999,-87.6070165377,,_,17031440900
610037,Libby,Arthur A Libby Elementary School,Libby,Libby Elem School,5300,S,Loomis Blvd,Chicago,IL,60609,4470.0,24171,ES,61.0,New City,Englewood,4.0,11.0,170316119002021,41.8629325866999,-87.7129561530999,170993000916,_170993000916,17031611900
610070,Mcpherson,James B McPherson Elementary School,Mcpherson,Mcpherson Elem School,4728,N,Wolcott Ave,Chicago,IL,60640,4800.0,24471,ES,4.0,Lincoln Square,Ravenswood,30.0,12.0,170318308001002,41.7681425334,-87.6918231573999,170993000959,_170993000959,17031830800
610254,Dvorak Tech Acad,Dvorak Technology Academy,Dvorak Tech Acad,Dvorak Technology Acad Elem Sch,3615,W,16th St,Chicago,IL,60623,6760.0,26051,ES,29.0,North Lawndale,North Lawndale,19.0,2.0,170312922002002,41.8829224859,-87.6991865078999,170993000737,_170993000737,17031292200
609811,Bright,Orville T Bright Elementary School,Bright,Bright Elem School,10740,S,Calhoun Ave,Chicago,IL,60617,2390.0,22331,ES,51.0,South Deering,Far East Side,2.0,4.0,170318388001010,41.930965409,-87.6963309356,170993000619,_170993000619,17031838800
609855,Christopher,Walter S Christopher Elementary School,Christopher,Christopher Elem School,5042,S,Artesian Ave,Chicago,IL,60632,2780.0,30031,ES,63.0,Gage Park,McKinley Park,17.0,7.0,170316302001018,41.9179714041,-87.6945855009,170993004376,_170993004376,17031630200
610100,West Park,West Park Elementary Academy,West Park,West Park Elem Academy,1425,N,Tripp Ave,Chicago,IL,60651,5140.0,24721,ES,23.0,Humboldt Park,Garfield - West Humboldt,20.0,8.0,170312306004011,41.9061825912,-87.7299552273999,170993002042,_170993002042,17031230600
610077,Morrill,Donald Morrill Math & Science Elementary School,Morrill,Morrill Elem Math & Sci School,6011,S,Rockwell St,Chicago,IL,60629,4880.0,24571,ES,66.0,Chicago Lawn,Chicago Lawn,8.0,11.0,170318350005013,41.8647245887,-87.6664075250999,170993000970,_170993000970,17031835000
610363,Disney,Walt Disney Magnet Elementary School,Disney,Disney Elem Magnet School,4140,N,Marine Dr,Chicago,IL,60613,8000.0,29401,ES,3.0,Uptown,Ravenswood,30.0,10.0,170310314002004,41.8481615496,-87.6990540931,170993000709,_170993000709,17031031400
609862,Coles,Edward Coles Elementary Language Academy,Coles,Coles Elem Language Academy,8441,S,Yates Blvd,Chicago,IL,60617,2830.0,22771,ES,46.0,South Chicago,South Shore,11.0,4.0,170314604003012,41.9925420177,-87.6983231804999,170993000666,_170993000666,17031460400
610096,Nightingale,Florence Nightingale Elementary School,Nightingale,Nightingale Elem School,5250,S,Rockwell St,Chicago,IL,60632,5090.0,24671,ES,63.0,Gage Park,McKinley Park,17.0,7.0,170316305004012,41.9416372614999,-87.6445244788999,170993000992,_170993000992,17031630500
609786,Avalon Park,Avalon Park Elementary School,Avalon Park,Avalon Park Elem School,8045,S,Kenwood Ave,Chicago,IL,60619,2130.0,22101,ES,45.0,Avalon Park,Chatham,12.0,4.0,170318343002040,41.9450628176999,-87.6810043046999,170993000582,_170993000582,17031834300
610565,Camelot - Excel Academy Of Englewood,Excel Academy of Englewood,Camelot - Excel Academy Of Englewood,,7141,S,Morgan St,Chicago,IL,60621,9630.0,,HS,68.0,Englewood,Englewood,4.0,3.0,170316814004010,41.8775287339,-87.6832489541999,,_,17031681400
610194,Sumner,Charles Sumner  Math & Science Community Acad ES,Sumner,Sumner Elem Math & Sci Comm Acad,4320,W,5th Ave,Chicago,IL,60624,6110.0,31221,ES,26.0,West Garfield Park,Garfield - West Humboldt,20.0,2.0,170312610001032,41.9119106404,-87.7133170225999,170993001117,_170993001117,17031261000
610368,"Hughes, L",Langston Hughes Elementary School,"Hughes, L",Hughes L Elem School,240,W,104th St,Chicago,IL,60628,8060.0,22451,ES,49.0,Roseland,Far South Side,22.0,5.0,170314910003006,41.7161937313,-87.6480077018999,170993000899,_170993000899,17031491000
