School ID,School Name,ncessch,school_id,school_name,leaid,latitude,longitude,census_tract,enrollment_crdc,college_enroll_pct,opportunity_index
610513,AIR FORCE HS,170993006055,6055,Air Force Academy High School,1709930,41.827898,-87.632962,17031340600,263,68.9,41.22
609691,NORTH-GRAND HS,170993005074,5074,North-Grand High School,1709930,41.912521,-87.735313,17031230500,960,68.5,57.9
609759,CLEMENTE HS,170993001086,1086,Clemente Community Academy High School,1709930,41.902601,-87.685986,17031242400,755,68.1,70.42
609732,STEINMETZ HS,170993001139,1139,Steinmetz College Prep High School,1709930,41.935607,-87.784325,17031190401,1276,67.9,64.75
610381,BRONZEVILLE HS,170993005792,5792,Bronzeville Scholastic High School,1709930,41.804436,-87.62508,17031381800,322,67.9,57.45
609760,CARVER MILITARY HS,170993000671,671,Carver Military Academy High School,1709930,41.656534,-87.589046,17031540102,478,67.6,50.26
609692,SIMEON HS,170993000758,758,Simeon Career Academy High School,1709930,41.74549,-87.634742,17031842400,1335,66.7,62.05
609719,LAKE VIEW HS,170993000941,941,Lake View High School,1709930,41.955475,-87.668633,17031060100,1389,66.2,78.83
609728,ROOSEVELT HS,170993001093,1093,Roosevelt High School,1709930,41.964989,-87.714552,17031140702,1099,66.1,60.81
609725,MORGAN PARK HS,170993001002,1002,Morgan Park High School,1709930,41.692187,-87.665682,17031750500,1271,65.5,62.61
609715,KELLY HS,170993000920,920,Kelly High School,1709930,41.818178,-87.694838,17031580501,1891,64.7,59.3
609711,HARPER HS,170993000852,852,Harper High School,1709930,41.775322,-87.669837,17031671300,134,63.9,34.73
609723,MARSHALL HS,170993000972,972,Marshall Metropolitan High School,1709930,41.878873,-87.707189,17031271300,341,63.2,49.44
609764,JUAREZ HS,170993000722,722,Juarez Community Academy High School,1709930,41.852914,-87.66456,17031310700,1734,62.8,63.73
609710,HARLAN HS,170993000851,851,Harlan Community Academy High School,1709930,41.71875,-87.621348,17031490500,386,62.3,54.76
610394,UPLIFT HS,170993005787,5787,Uplift Community High School,1709930,41.965948,-87.65217,17031031501,242,61.0,48.64
609780,MARINE LEADERSHIP AT AMES HS,170993002618,2618,Marine Leadership Academy - Ames,1709930,41.916146,-87.722135,17031222900,864,59.2,63.61
609729,SCHURZ HS,170993001111,1111,Schurz High School,1709930,41.947454,-87.735529,17031161100,1739,59.0,72.24
609698,BOGAN HS,170993000626,626,Bogan High School,1709930,41.748598,-87.720583,17031700401,781,58.1,61.07
400091,CHICAGO TECH HS,170993006076,6076,Chicago Technology Academy High School,1709930,41.863183,-87.659626,17031842900,240,56.4,51.93
609750,SIMPSON HS,170993004383,4383,Simpson Academy High School for Young Women,1709930,41.864477,-87.668483,17031842900,42,55.0,0.0
609733,SULLIVAN HS,170993001149,1149,Sullivan High School,1709930,42.002831,-87.668928,17031830600,723,56.4,61.3
609708,FOREMAN HS,170993000799,799,Foreman High School,1709930,41.939595,-87.753937,17031151001,792,54.6,58.55
609761,CORLISS HS,170993001072,1072,Corliss High School,1709930,41.706533,-87.602607,17031500200,310,52.6,51.77
609676,DUNBAR HS,170993000588,588,Dunbar Vocational Career Academy High School,1709930,41.839591,-87.618741,17031839200,457,51.7,51.85
609740,WELLS HS,170993001192,1192,Wells Community Academy High School,1709930,41.899153,-87.668346,17031242100,380,50.9,73.27
609705,FENGER HS,170993000792,792,Fenger Academy High School,1709930,41.689552,-87.637839,17031491200,251,49.0,55.25
610334,RABY HS,170993005075,5075,Raby High School,1709930,41.8858,-87.715382,17031836800,378,48.5,42.57
609682,RICHARDS HS,170993000718,718,Richards Career Academy High School,1709930,41.802843,-87.662097,17031611200,217,47.6,46.89
609712,HIRSCH HS,170993000879,879,Hirsch Metropolitan High School,1709930,41.753954,-87.601929,17031691500,137,46.9,34.68
609762,JULIAN HS,170993000895,895,Julian High School,1709930,41.70605,-87.654396,17031730700,516,46.9,57.24
609704,FARRAGUT HS,170993000788,788,Farragut Career Academy High School,1709930,41.849562,-87.708282,17031300800,728,46.5,46.72
609674,CHICAGO VOCATIONAL HS,170993000943,943,Chicago Vocational Career Academy High School,1709930,41.737729,-87.572866,17031450300,880,45.2,59.2
609735,TILDEN HS,170993001161,1161,Tilden Career Communty Academy High School,1709930,41.807504,-87.642518,17031843800,248,43.6,50.9
609722,MANLEY HS,170993001125,1125,Manley Career Academy High School,1709930,41.870762,-87.700024,17031271800,114,41.7,33.59
609709,GAGE PARK HS,170993000809,809,Gage Park High School,1709930,41.79102,-87.689367,17031835100,329,40.9,53.07
609716,KELVYN PARK HS,170993000923,923,Kelvyn Park High School,1709930,41.92744,-87.736051,17031200200,451,40.9,58.34
610518,AUSTIN CCA HS,170993005984,5984,Austin College and Career Academy High School,1709930,41.884832,-87.762933,17031251900,219,38.1,43.96
610323,BOWEN HS,170993005072,5072,Bowen High School,1709930,41.734303,-87.557463,17031460600,297,35.8,57.64
610245,DOUGLASS HS,170993005789,5789,Douglass Academy High School,1709930,41.890188,-87.767076,17031251400,101,32.6,39.32
610386,PEACE AND EDUCATION HS,170993002596,2596,Peace and Education Coalition High School,1709930,41.80356,-87.667611,17031611300,104,24.5,22.65
400147,CAMELOT - EXCEL HS,170993006219,6219,Chicago Excel Academy High School,1709930,41.69194,-87.654321,17031750600,300,22.7,58.53
609766,VAUGHN HS,170993001018,1018,Vaughn Occupational High School,1709930,41.960243,-87.764367,17031150300,230,10.8,55.09
609769,GRAHAM HS,170993001076,1076,Graham  R Training Center,1709930,41.849534,-87.624985,17031841000,118,4.5,36.9
609748,YORK HS,170993000693,693,York Alternative High School,1709930,41.843173,-87.695803,17031843500,210,3.1,27.24
609745,SOUTHSIDE HS,170993005305,5305,Southside Occupational Academy High School,1709930,41.759709,-87.676316,17031672000,269,0.0,39.79
609783,JEFFERSON HS,170993000894,894,Jefferson Alternative High School,1709930,41.867671,-87.681435,17031838200,215,0.0,29.58
