,NAME,pov_rate,tot_hhld,tot_hhld_int,unemp_rate_25_64,state,county,tract,internet_rate,emp_rate_25_64,above_pov_rate
1330,"Census Tract 8661, Lake County, Illinois",15.5,1095,882,9.0,17,097,866100,80.54794520547945,91.0,84.5
1331,"Census Tract 8662, Lake County, Illinois",6.7,2002,1778,1.8,17,097,866200,88.81118881118881,98.2,93.3
1332,"Census Tract 9900, Lake County, Illinois",-666666666.0,0,0,-666666666.0,17,097,990000,,666666766.0,666666766.0
1333,"Census Tract 9617.01, LaSalle County, Illinois",2.9,2282,1991,5.0,17,099,961701,87.24802804557406,95.0,97.1
1334,"Census Tract 9617.02, LaSalle County, Illinois",3.1,1192,1020,5.2,17,099,961702,85.57046979865773,94.8,96.9
1335,"Census Tract 8807, Lawrence County, Illinois",11.8,1384,946,4.4,17,101,880700,68.35260115606935,95.6,88.2
1336,"Census Tract 8808, Lawrence County, Illinois",19.6,1438,934,7.9,17,101,880800,64.95132127955495,92.1,80.4
1337,"Census Tract 8809, Lawrence County, Illinois",6.0,1100,858,4.8,17,101,880900,78.0,95.2,94.0
1338,"Census Tract 8810, Lawrence County, Illinois",25.5,1019,621,2.6,17,101,881000,60.942100098135434,97.4,74.5
1339,"Census Tract 8811, Lawrence County, Illinois",20.5,1330,942,4.5,17,101,881100,70.82706766917293,95.5,79.5
1340,"Census Tract 8703.01, McHenry County, Illinois",16.0,1560,1306,12.8,17,111,870301,83.71794871794872,87.2,84.0
1341,"Census Tract 8703.02, McHenry County, Illinois",13.2,1316,953,7.4,17,111,870302,72.41641337386018,92.6,86.8
1342,"Census Tract 8711.05, McHenry County, Illinois",1.9,1772,1647,4.7,17,111,871105,92.94582392776523,95.3,98.1
1343,"Census Tract 8711.06, McHenry County, Illinois",4.4,2864,2698,2.6,17,111,871106,94.20391061452514,97.4,95.6
1344,"Census Tract 8711.07, McHenry County, Illinois",9.4,1657,1562,2.3,17,111,871107,94.26674713337356,97.7,90.6
1345,"Census Tract 8711.08, McHenry County, Illinois",6.8,1692,1676,3.0,17,111,871108,99.05437352245863,97.0,93.2
1346,"Census Tract 8711.09, McHenry County, Illinois",1.1,1516,1420,0.7,17,111,871109,93.66754617414247,99.3,98.9
1347,"Census Tract 8712.07, McHenry County, Illinois",3.9,1710,1575,3.4,17,111,871207,92.10526315789474,96.6,96.1
1348,"Census Tract 8712.08, McHenry County, Illinois",3.0,1355,1269,2.6,17,111,871208,93.6531365313653,97.4,97.0
1349,"Census Tract 8712.09, McHenry County, Illinois",8.1,1588,1447,3.4,17,111,871209,91.12090680100756,96.6,91.9
1350,"Census Tract 8713.10, McHenry County, Illinois",7.3,1571,1458,2.6,17,111,871310,92.8071292170592,97.4,92.7
1351,"Census Tract 8713.11, McHenry County, Illinois",5.4,1606,1577,2.1,17,111,871311,98.19427148194272,97.9,94.6
1352,"Census Tract 8715, McHenry County, Illinois",6.3,5145,4519,2.3,17,111,871500,87.83284742468416,97.7,93.7
1353,"Census Tract 8716, McHenry County, Illinois",10.0,1880,1794,3.9,17,111,871600,95.42553191489361,96.1,90.0
1354,"Census Tract 11.05, McLean County, Illinois",5.6,1986,1763,1.7,17,113,001105,88.77139979859014,98.3,94.4
1355,"Census Tract 11.06, McLean County, Illinois",10.3,1376,1202,2.5,17,113,001106,87.3546511627907,97.5,89.7
1356,"Census Tract 14.03, McLean County, Illinois",19.7,1510,1126,7.2,17,113,001403,74.56953642384106,92.8,80.3
1357,"Census Tract 14.04, McLean County, Illinois",19.3,1627,1265,9.1,17,113,001404,77.75046097111247,90.9,80.7
1358,"Census Tract 51.01, McLean County, Illinois",1.1,2964,2676,1.7,17,113,005101,90.2834008097166,98.3,98.9
1359,"Census Tract 51.02, McLean County, Illinois",5.0,2605,2141,2.2,17,113,005102,82.18809980806142,97.8,95.0
1360,"Census Tract 58, McLean County, Illinois",5.9,2247,1629,1.4,17,113,005800,72.49666221628839,98.6,94.1
1361,"Census Tract 59, McLean County, Illinois",26.8,2105,1422,7.1,17,113,005900,67.55344418052258,92.9,73.2
1362,"Census Tract 60, McLean County, Illinois",6.8,1457,1231,5.0,17,113,006000,84.48867536032945,95.0,93.2
1363,"Census Tract 31, Macon County, Illinois",58.4,632,295,24.4,17,115,003100,46.677215189873415,75.6,41.6
1364,"Census Tract 4019.03, Madison County, Illinois",21.8,1789,1461,4.9,17,119,401903,81.66573504751258,95.1,78.2
1365,"Census Tract 4019.04, Madison County, Illinois",6.0,257,177,1.9,17,119,401904,68.8715953307393,98.1,94.0
1366,"Census Tract 4035.33, Madison County, Illinois",6.0,3947,3401,8.0,17,119,403533,86.16670889283,92.0,94.0
1367,"Census Tract 4035.34, Madison County, Illinois",3.3,1767,1520,1.9,17,119,403534,86.02150537634408,98.1,96.7
1368,"Census Tract 4036.03, Madison County, Illinois",7.0,713,571,1.9,17,119,403603,80.08415147265076,98.1,93.0
1369,"Census Tract 4036.04, Madison County, Illinois",17.5,2676,2059,4.4,17,119,403604,76.94319880418536,95.6,82.5
1370,"Census Tract 4037.01, Madison County, Illinois",5.0,2290,2003,5.3,17,119,403701,87.46724890829695,94.7,95.0
1371,"Census Tract 4037.02, Madison County, Illinois",3.7,2012,1884,4.3,17,119,403702,93.63817097415506,95.7,96.3
1372,"Census Tract 4040, Madison County, Illinois",38.6,1113,733,19.3,17,119,404000,65.85804132973945,80.7,61.4
1373,"Census Tract 39, Peoria County, Illinois",2.6,2359,2050,2.8,17,143,003900,86.90122933446376,97.2,97.4
1374,"Census Tract 40, Peoria County, Illinois",4.9,1756,1358,5.2,17,143,004000,77.33485193621867,94.8,95.1
1375,"Census Tract 45, Peoria County, Illinois",10.5,1917,1485,3.0,17,143,004500,77.46478873239437,97.0,89.5
1376,"Census Tract 49.01, Peoria County, Illinois",8.3,1561,1137,2.8,17,143,004901,72.83792440743113,97.2,91.7
1377,"Census Tract 9, Peoria County, Illinois",71.0,1135,356,16.5,17,143,000900,31.365638766519822,83.5,29.0
1378,"Census Tract 29, Peoria County, Illinois",12.4,1783,1333,5.9,17,143,002900,74.76163768928772,94.1,87.6
1379,"Census Tract 33, Peoria County, Illinois",1.9,1330,1047,0.7,17,143,003300,78.7218045112782,99.3,98.1
1380,"Census Tract 18, Peoria County, Illinois",36.7,1029,513,3.0,17,143,001800,49.85422740524781,97.0,63.3
1381,"Census Tract 23, Peoria County, Illinois",6.6,2223,1725,5.0,17,143,002300,77.59784075573549,95.0,93.4
1382,"Census Tract 30, Peoria County, Illinois",8.3,1895,1591,2.3,17,143,003000,83.95778364116096,97.7,91.7
1383,"Census Tract 41.01, Peoria County, Illinois",4.2,2696,2352,2.2,17,143,004101,87.24035608308606,97.8,95.8
1384,"Census Tract 37, Sangamon County, Illinois",2.7,3362,3006,2.2,17,167,003700,89.41106484235574,97.8,97.3
1385,"Census Tract 39.02, Sangamon County, Illinois",3.9,1533,1217,3.0,17,167,003902,79.38682322243966,97.0,96.1
1386,"Census Tract 28.01, Sangamon County, Illinois",15.3,1438,1106,5.2,17,167,002801,76.91237830319889,94.8,84.7
1387,"Census Tract 30, Sangamon County, Illinois",13.5,2284,1982,5.7,17,167,003000,86.77758318739053,94.3,86.5
1388,"Census Tract 6, Sangamon County, Illinois",33.6,2269,1418,5.5,17,167,000600,62.494490965182905,94.5,66.4
1389,"Census Tract 35, Sangamon County, Illinois",7.6,2199,1705,3.9,17,167,003500,77.53524329240564,96.1,92.4
1390,"Census Tract 38.02, Sangamon County, Illinois",10.4,2359,1972,9.5,17,167,003802,83.59474353539636,90.5,89.6
1391,"Census Tract 9, Sangamon County, Illinois",56.3,1076,521,22.0,17,167,000900,48.42007434944237,78.0,43.7
1392,"Census Tract 11, Sangamon County, Illinois",13.8,1110,902,8.9,17,167,001100,81.26126126126127,91.1,86.2
1393,"Census Tract 27, Sangamon County, Illinois",17.7,1560,1227,9.0,17,167,002700,78.65384615384615,91.0,82.3
1394,"Census Tract 108, Kankakee County, Illinois",16.9,1344,1013,5.8,17,091,010800,75.37202380952381,94.2,83.1
1395,"Census Tract 114, Kankakee County, Illinois",30.3,721,335,13.3,17,091,011400,46.463245492371705,86.7,69.7
1396,"Census Tract 101, Kankakee County, Illinois",9.4,929,695,4.2,17,091,010100,74.81162540365986,95.8,90.6
1397,"Census Tract 103, Kankakee County, Illinois",6.5,1447,1104,6.9,17,091,010300,76.29578438147892,93.1,93.5
1398,"Census Tract 105, Kankakee County, Illinois",3.4,2299,1911,0.1,17,091,010500,83.12309699869509,99.9,96.6
1399,"Census Tract 112, Kankakee County, Illinois",5.9,859,701,7.7,17,091,011200,81.60651920838184,92.3,94.1
1400,"Census Tract 115, Kankakee County, Illinois",35.1,754,429,8.5,17,091,011500,56.896551724137936,91.5,64.9
1401,"Census Tract 109, Kankakee County, Illinois",8.8,1633,1288,9.2,17,091,010900,78.87323943661971,90.8,91.2
1402,"Census Tract 110, Kankakee County, Illinois",31.6,808,328,13.8,17,091,011000,40.5940594059406,86.2,68.4
1403,"Census Tract 113, Kankakee County, Illinois",9.3,876,678,7.2,17,091,011300,77.3972602739726,92.8,90.7
1404,"Census Tract 125, Kankakee County, Illinois",35.5,651,458,6.4,17,091,012500,70.35330261136713,93.6,64.5
1405,"Census Tract 116, Kankakee County, Illinois",40.2,484,243,24.6,17,091,011600,50.20661157024794,75.4,59.8
1406,"Census Tract 119, Kankakee County, Illinois",11.2,550,405,7.0,17,091,011900,73.63636363636363,93.0,88.8
1407,"Census Tract 104, Kankakee County, Illinois",6.3,1852,1494,1.6,17,091,010400,80.6695464362851,98.4,93.7
1408,"Census Tract 121, Kankakee County, Illinois",9.7,1334,915,5.7,17,091,012100,68.59070464767616,94.3,90.3
1409,"Census Tract 118, Kankakee County, Illinois",13.3,1085,790,3.4,17,091,011800,72.81105990783409,96.6,86.7
1410,"Census Tract 124, Kankakee County, Illinois",21.7,1695,1249,9.4,17,091,012400,73.6873156342183,90.6,78.3
1411,"Census Tract 126, Kankakee County, Illinois",6.5,1647,1249,3.8,17,091,012600,75.8348512446873,96.2,93.5
1412,"Census Tract 111, Kankakee County, Illinois",10.3,810,602,1.6,17,091,011100,74.32098765432099,98.4,89.7
1413,"Census Tract 120, Kankakee County, Illinois",29.0,1589,1210,6.8,17,091,012000,76.14852108244179,93.2,71.0
1414,"Census Tract 123, Kankakee County, Illinois",39.9,1455,826,17.1,17,091,012300,56.76975945017182,82.9,60.1
1415,"Census Tract 117, Kankakee County, Illinois",46.3,1345,759,17.0,17,091,011700,56.43122676579926,83.0,53.7
1416,"Census Tract 122, Kankakee County, Illinois",21.9,1283,968,3.4,17,091,012200,75.44816835541698,96.6,78.1
1417,"Census Tract 402, Mercer County, Illinois",19.0,1521,1071,7.9,17,131,040200,70.41420118343196,92.1,81.0
1418,"Census Tract 5043.52, St. Clair County, Illinois",9.0,1878,1582,4.9,17,163,504352,84.23855165069223,95.1,91.0
1419,"Census Tract 5033.22, St. Clair County, Illinois",6.9,3080,2437,3.8,17,163,503322,79.12337662337663,96.2,93.1
1420,"Census Tract 5034.02, St. Clair County, Illinois",8.2,2805,2357,3.5,17,163,503402,84.02852049910874,96.5,91.8
1421,"Census Tract 5043.53, St. Clair County, Illinois",5.6,1336,1237,3.6,17,163,504353,92.58982035928143,96.4,94.4
1422,"Census Tract 5032.11, St. Clair County, Illinois",12.0,1675,1279,1.8,17,163,503211,76.35820895522389,98.2,88.0
1423,"Census Tract 5034.04, St. Clair County, Illinois",4.9,1929,1877,1.5,17,163,503404,97.30430274753759,98.5,95.1
1424,"Census Tract 5027, St. Clair County, Illinois",55.3,384,128,39.7,17,163,502700,33.33333333333333,60.3,44.7
1425,"Census Tract 9593, Shelby County, Illinois",12.3,2334,1637,3.6,17,173,959300,70.13710368466153,96.4,87.7
1426,"Census Tract 9595, Shelby County, Illinois",12.3,1457,978,2.0,17,173,959500,67.12422786547701,98.0,87.7
1427,"Census Tract 513, Cook County, Illinois",2.6,1125,1060,2.0,17,031,051300,94.22222222222221,98.0,97.4
1428,"Census Tract 632, Cook County, Illinois",11.3,4215,3713,0.7,17,031,063200,88.09015421115065,99.3,88.7
1429,"Census Tract 707, Cook County, Illinois",15.1,1757,1423,2.2,17,031,070700,80.99032441661925,97.8,84.9
1430,"Census Tract 711, Cook County, Illinois",12.4,1055,1016,1.4,17,031,071100,96.30331753554502,98.6,87.6
1431,"Census Tract 714, Cook County, Illinois",18.6,2853,2382,2.3,17,031,071400,83.49106203995794,97.7,81.4
1432,"Census Tract 3805, Cook County, Illinois",52.6,305,189,13.5,17,031,380500,61.967213114754095,86.5,47.4
1433,"Census Tract 3814, Cook County, Illinois",15.8,672,523,10.0,17,031,381400,77.82738095238095,90.0,84.2
1434,"Census Tract 3818, Cook County, Illinois",25.1,537,336,4.8,17,031,381800,62.56983240223464,95.2,74.9
1435,"Census Tract 3905, Cook County, Illinois",23.8,726,575,6.8,17,031,390500,79.20110192837465,93.2,76.2
1436,"Census Tract 3907, Cook County, Illinois",19.4,3287,2509,11.1,17,031,390700,76.33100091268633,88.9,80.6
1437,"Census Tract 4105, Cook County, Illinois",32.6,1177,1037,6.8,17,031,410500,88.1053525913339,93.2,67.4
1438,"Census Tract 4112, Cook County, Illinois",24.7,752,620,6.0,17,031,411200,82.4468085106383,94.0,75.3
1439,"Census Tract 4207, Cook County, Illinois",58.4,1198,693,30.0,17,031,420700,57.84641068447412,70.0,41.6
1440,"Census Tract 4503, Cook County, Illinois",16.2,1361,901,15.3,17,031,450300,66.20132255694342,84.7,83.8
1441,"Census Tract 5003, Cook County, Illinois",20.7,729,516,11.7,17,031,500300,70.78189300411523,88.3,79.3
1442,"Census Tract 5205, Cook County, Illinois",15.0,1560,1268,8.5,17,031,520500,81.28205128205128,91.5,85.0
1443,"Census Tract 5304, Cook County, Illinois",15.5,721,618,14.6,17,031,530400,85.71428571428571,85.4,84.5
1444,"Census Tract 5501, Cook County, Illinois",20.3,2449,1631,7.3,17,031,550100,66.59861167823603,92.7,79.7
1445,"Census Tract 5602, Cook County, Illinois",20.4,600,425,26.6,17,031,560200,70.83333333333334,73.4,79.6
1446,"Census Tract 5604, Cook County, Illinois",17.7,456,347,10.6,17,031,560400,76.09649122807018,89.4,82.3
1447,"Census Tract 5701, Cook County, Illinois",20.4,385,285,5.8,17,031,570100,74.02597402597402,94.2,79.6
1448,"Census Tract 5808, Cook County, Illinois",21.8,550,302,13.7,17,031,580800,54.90909090909091,86.3,78.2
1449,"Census Tract 6110, Cook County, Illinois",49.9,296,124,17.2,17,031,611000,41.891891891891895,82.8,50.1
1450,"Census Tract 8264.01, Cook County, Illinois",16.3,1338,978,13.9,17,031,826401,73.09417040358744,86.1,83.7
1451,"Census Tract 8269.01, Cook County, Illinois",49.8,741,470,14.3,17,031,826901,63.42780026990553,85.7,50.2
1452,"Census Tract 8270, Cook County, Illinois",32.9,1325,900,8.9,17,031,827000,67.9245283018868,91.1,67.1
1453,"Census Tract 8283, Cook County, Illinois",10.6,1410,1120,7.7,17,031,828300,79.43262411347519,92.3,89.4
1454,"Census Tract 7403, Cook County, Illinois",2.6,1724,1396,1.7,17,031,740300,80.97447795823666,98.3,97.4
1455,"Census Tract 4602, Cook County, Illinois",39.8,835,513,11.2,17,031,460200,61.43712574850299,88.8,60.2
1456,"Census Tract 4804, Cook County, Illinois",14.5,2220,1636,8.9,17,031,480400,73.69369369369369,91.1,85.5
1457,"Census Tract 5202, Cook County, Illinois",24.0,991,528,11.0,17,031,520200,53.2795156407669,89.0,76.0
1458,"Census Tract 5206, Cook County, Illinois",16.7,801,460,12.9,17,031,520600,57.42821473158551,87.1,83.3
1459,"Census Tract 5603, Cook County, Illinois",8.6,959,707,8.0,17,031,560300,73.72262773722628,92.0,91.4
1460,"Census Tract 5608, Cook County, Illinois",5.4,2140,1553,8.7,17,031,560800,72.57009345794393,91.3,94.6
1461,"Census Tract 5802, Cook County, Illinois",23.1,888,588,7.6,17,031,580200,66.21621621621621,92.4,76.9
1462,"Census Tract 5804, Cook County, Illinois",20.6,1486,1094,2.5,17,031,580400,73.62045760430686,97.5,79.4
1463,"Census Tract 4309, Cook County, Illinois",35.3,642,359,18.8,17,031,430900,55.9190031152648,81.2,64.7
1464,"Census Tract 4403, Cook County, Illinois",13.2,1990,1223,17.2,17,031,440300,61.45728643216081,82.8,86.8
1465,"Census Tract 4406, Cook County, Illinois",15.9,776,571,12.5,17,031,440600,73.58247422680412,87.5,84.1
1466,"Census Tract 4606, Cook County, Illinois",16.8,355,214,19.6,17,031,460600,60.281690140845065,80.4,83.2
1467,"Census Tract 8066, Cook County, Illinois",6.9,1245,1084,3.8,17,031,806600,87.06827309236948,96.2,93.1
1468,"Census Tract 4109, Cook County, Illinois",22.0,1693,1312,4.6,17,031,410900,77.49556999409333,95.4,78.0
1469,"Census Tract 4303, Cook County, Illinois",61.6,890,417,19.9,17,031,430300,46.853932584269664,80.1,38.4
1470,"Census Tract 1706, Cook County, Illinois",6.7,989,719,4.9,17,031,170600,72.69969666329625,95.1,93.3
1471,"Census Tract 6009, Cook County, Illinois",8.6,1382,1099,9.2,17,031,600900,79.52243125904486,90.8,91.4
1472,"Census Tract 6303, Cook County, Illinois",9.5,1235,819,11.4,17,031,630300,66.3157894736842,88.6,90.5
1473,"Census Tract 8287.02, Cook County, Illinois",19.1,1780,1341,18.1,17,031,828702,75.3370786516854,81.9,80.9
1474,"Census Tract 8300.01, Cook County, Illinois",10.9,1170,865,8.2,17,031,830001,73.93162393162393,91.8,89.1
1475,"Census Tract 8195, Cook County, Illinois",10.3,1342,1096,3.8,17,031,819500,81.66915052160954,96.2,89.7
1476,"Census Tract 4607, Cook County, Illinois",46.1,883,638,18.3,17,031,460700,72.25368063420159,81.7,53.9
1477,"Census Tract 4910, Cook County, Illinois",44.7,1171,688,29.8,17,031,491000,58.7532023911187,70.2,55.3
1478,"Census Tract 8114.01, Cook County, Illinois",7.2,1804,1358,6.8,17,031,811401,75.27716186252772,93.2,92.8
1479,"Census Tract 8098, Cook County, Illinois",16.9,1044,949,6.6,17,031,809800,90.90038314176245,93.4,83.1
1480,"Census Tract 8101, Cook County, Illinois",10.6,2019,1844,9.0,17,031,810100,91.33234274393264,91.0,89.4
1481,"Census Tract 8103.01, Cook County, Illinois",11.8,1457,1253,3.3,17,031,810301,85.99862731640357,96.7,88.2
1482,"Census Tract 8200, Cook County, Illinois",7.0,658,630,8.2,17,031,820000,95.74468085106383,91.8,93.0
1483,"Census Tract 8010, Cook County, Illinois",5.2,1873,1650,3.2,17,031,801000,88.09396689802456,96.8,94.8
1484,"Census Tract 7108, Cook County, Illinois",23.0,1946,1208,17.7,17,031,710800,62.076053442959925,82.3,77.0
1485,"Census Tract 7304, Cook County, Illinois",14.5,1317,974,7.6,17,031,730400,73.95596051632498,92.4,85.5
1486,"Census Tract 7505, Cook County, Illinois",23.4,2087,1123,11.1,17,031,750500,53.80929563967417,88.9,76.6
1487,"Census Tract 8001, Cook County, Illinois",1.7,881,832,0.7,17,031,800100,94.43813847900114,99.3,98.3
1488,"Census Tract 8013, Cook County, Illinois",3.8,1610,1456,3.6,17,031,801300,90.43478260869566,96.4,96.2
1489,"Census Tract 8016.01, Cook County, Illinois",4.0,1784,1616,4.9,17,031,801601,90.5829596412556,95.1,96.0
1490,"Census Tract 8016.06, Cook County, Illinois",5.1,2393,2060,3.4,17,031,801606,86.08441287087338,96.6,94.9
1491,"Census Tract 8039.01, Cook County, Illinois",10.3,1705,1351,9.4,17,031,803901,79.23753665689149,90.6,89.7
1492,"Census Tract 8041.06, Cook County, Illinois",2.4,2732,2579,5.2,17,031,804106,94.39970717423132,94.8,97.6
1493,"Census Tract 8060.01, Cook County, Illinois",7.6,2380,2074,5.8,17,031,806001,87.14285714285714,94.2,92.4
1494,"Census Tract 8065.02, Cook County, Illinois",7.9,1479,1281,2.8,17,031,806502,86.61257606490872,97.2,92.1
1495,"Census Tract 8097, Cook County, Illinois",5.0,1275,1028,5.5,17,031,809700,80.62745098039215,94.5,95.0
1496,"Census Tract 8107.02, Cook County, Illinois",7.8,1510,1097,5.4,17,031,810702,72.64900662251655,94.6,92.2
1497,"Census Tract 8120, Cook County, Illinois",3.8,2095,1868,4.2,17,031,812000,89.16467780429595,95.8,96.2
1498,"Census Tract 8122, Cook County, Illinois",3.2,1294,1194,4.4,17,031,812200,92.27202472952087,95.6,96.8
1499,"Census Tract 8124, Cook County, Illinois",3.5,1121,1081,5.6,17,031,812400,96.43175735950045,94.4,96.5
1500,"Census Tract 8145, Cook County, Illinois",5.8,1455,1192,4.0,17,031,814500,81.92439862542955,96.0,94.2
1501,"Census Tract 8157.01, Cook County, Illinois",2.7,1309,1042,6.9,17,031,815701,79.60275019098549,93.1,97.3
1502,"Census Tract 8167, Cook County, Illinois",16.5,789,608,4.3,17,031,816700,77.0595690747782,95.7,83.5
1503,"Census Tract 2714, Cook County, Illinois",42.9,460,338,11.4,17,031,271400,73.47826086956522,88.6,57.1
1504,"Census Tract 2801, Cook County, Illinois",5.1,4213,3837,3.4,17,031,280100,91.07524329456444,96.6,94.9
1505,"Census Tract 1702, Cook County, Illinois",10.7,1241,1042,5.8,17,031,170200,83.9645447219984,94.2,89.3
1506,"Census Tract 2210, Cook County, Illinois",27.6,1019,776,8.1,17,031,221000,76.153091265947,91.9,72.4
1507,"Census Tract 2302, Cook County, Illinois",22.5,577,376,3.6,17,031,230200,65.16464471403813,96.4,77.5
1508,"Census Tract 2305, Cook County, Illinois",38.2,1124,702,2.8,17,031,230500,62.45551601423488,97.2,61.8
1509,"Census Tract 1705, Cook County, Illinois",6.0,1989,1696,5.9,17,031,170500,85.26897938662644,94.1,94.0
1510,"Census Tract 1710, Cook County, Illinois",8.5,2672,2128,5.0,17,031,171000,79.64071856287424,95.0,91.5
1511,"Census Tract 8126, Cook County, Illinois",12.7,1654,1252,6.8,17,031,812600,75.69528415961307,93.2,87.3
1512,"Census Tract 8130, Cook County, Illinois",4.8,1320,1178,6.2,17,031,813000,89.24242424242425,93.8,95.2
1513,"Census Tract 8142, Cook County, Illinois",23.3,1846,1395,7.3,17,031,814200,75.56879739978332,92.7,76.7
1514,"Census Tract 8117.01, Cook County, Illinois",18.2,1213,823,4.4,17,031,811701,67.84830997526792,95.6,81.8
1515,"Census Tract 8162, Cook County, Illinois",12.7,1516,1060,6.2,17,031,816200,69.92084432717678,93.8,87.3
1516,"Census Tract 8139, Cook County, Illinois",22.4,1629,1194,8.8,17,031,813900,73.29650092081032,91.2,77.6
1517,"Census Tract 8146, Cook County, Illinois",19.1,1712,1271,4.4,17,031,814600,74.24065420560748,95.6,80.9
1518,"Census Tract 8152, Cook County, Illinois",14.1,2172,1653,6.5,17,031,815200,76.10497237569061,93.5,85.9
1519,"Census Tract 8164.01, Cook County, Illinois",19.5,1354,834,2.8,17,031,816401,61.595273264401776,97.2,80.5
1520,"Census Tract 8168, Cook County, Illinois",8.0,1904,1345,3.4,17,031,816800,70.64075630252101,96.6,92.0
1521,"Census Tract 8169, Cook County, Illinois",10.4,1671,1320,10.0,17,031,816900,78.99461400359067,90.0,89.6
1522,"Census Tract 3511, Cook County, Illinois",73.1,878,514,34.8,17,031,351100,58.54214123006833,65.2,26.900000000000006
1523,"Census Tract 3802, Cook County, Illinois",35.0,1170,527,5.8,17,031,380200,45.042735042735046,94.2,65.0
1524,"Census Tract 3819, Cook County, Illinois",21.0,542,392,9.8,17,031,381900,72.32472324723247,90.2,79.0
1525,"Census Tract 4111, Cook County, Illinois",10.0,836,775,0.0,17,031,411100,92.70334928229666,100.0,90.0
1526,"Census Tract 4202, Cook County, Illinois",37.0,617,461,12.8,17,031,420200,74.7163695299838,87.2,63.0
1527,"Census Tract 8016.07, Cook County, Illinois",6.6,2030,1819,1.8,17,031,801607,89.60591133004925,98.2,93.4
1528,"Census Tract 8021, Cook County, Illinois",5.0,1151,982,4.7,17,031,802100,85.31711555169417,95.3,95.0
1529,"Census Tract 8028.01, Cook County, Illinois",2.9,1815,1624,7.4,17,031,802801,89.47658402203857,92.6,97.1
1530,"Census Tract 8031, Cook County, Illinois",2.7,1220,1119,2.0,17,031,803100,91.72131147540983,98.0,97.3
1531,"Census Tract 8036.07, Cook County, Illinois",2.7,1807,1708,3.9,17,031,803607,94.5213060320974,96.1,97.3
1532,"Census Tract 8046.06, Cook County, Illinois",1.7,2544,2353,3.7,17,031,804606,92.49213836477988,96.3,98.3
1533,"Census Tract 8047.05, Cook County, Illinois",8.6,1544,1322,7.4,17,031,804705,85.62176165803109,92.6,91.4
1534,"Census Tract 8047.10, Cook County, Illinois",2.7,1598,1455,3.3,17,031,804710,91.05131414267835,96.7,97.3
1535,"Census Tract 8047.11, Cook County, Illinois",11.8,3011,2655,5.0,17,031,804711,88.17668548654932,95.0,88.2
1536,"Census Tract 8051.06, Cook County, Illinois",9.5,1210,1067,2.4,17,031,805106,88.18181818181819,97.6,90.5
1537,"Census Tract 8051.09, Cook County, Illinois",6.2,1656,1391,3.2,17,031,805109,83.99758454106279,96.8,93.8
1538,"Census Tract 8050.02, Cook County, Illinois",10.1,2722,2000,7.1,17,031,805002,73.47538574577517,92.9,89.9
1539,"Census Tract 8048.03, Cook County, Illinois",1.9,2141,2074,3.8,17,031,804803,96.87062120504437,96.2,98.1
1540,"Census Tract 8048.08, Cook County, Illinois",6.0,878,789,5.2,17,031,804808,89.86332574031891,94.8,94.0
1541,"Census Tract 8049.02, Cook County, Illinois",5.3,1856,1631,5.0,17,031,804902,87.8771551724138,95.0,94.7
1542,"Census Tract 8051.12, Cook County, Illinois",4.0,1285,838,3.6,17,031,805112,65.21400778210116,96.4,96.0
1543,"Census Tract 8055.02, Cook County, Illinois",5.6,1465,1361,3.0,17,031,805502,92.90102389078498,97.0,94.4
1544,"Census Tract 8058.01, Cook County, Illinois",4.5,1007,859,4.3,17,031,805801,85.30287984111222,95.7,95.5
1545,"Census Tract 8067, Cook County, Illinois",1.9,1498,1368,7.5,17,031,806700,91.32176234979973,92.5,98.1
1546,"Census Tract 8078, Cook County, Illinois",3.9,859,719,3.5,17,031,807800,83.70197904540163,96.5,96.1
1547,"Census Tract 8090, Cook County, Illinois",1.9,1508,1292,4.5,17,031,809000,85.6763925729443,95.5,98.1
1548,"Census Tract 8091, Cook County, Illinois",2.9,1403,1232,1.3,17,031,809100,87.81183178902351,98.7,97.1
1549,"Census Tract 8103.02, Cook County, Illinois",5.7,1114,999,1.5,17,031,810302,89.67684021543985,98.5,94.3
1550,"Census Tract 8105.02, Cook County, Illinois",9.1,1859,1215,7.7,17,031,810502,65.35771920387306,92.3,90.9
1551,"Census Tract 8107.01, Cook County, Illinois",17.9,1863,1296,6.1,17,031,810701,69.56521739130434,93.9,82.1
1552,"Census Tract 8108, Cook County, Illinois",8.0,1715,1369,6.6,17,031,810800,79.82507288629738,93.4,92.0
1553,"Census Tract 8114.02, Cook County, Illinois",6.5,1564,1266,4.8,17,031,811402,80.9462915601023,95.2,93.5
1554,"Census Tract 8507.03, Kane County, Illinois",8.1,793,631,4.9,17,089,850703,79.57124842370744,95.1,91.9
1555,"Census Tract 8529.05, Kane County, Illinois",30.2,1465,1127,7.3,17,089,852905,76.9283276450512,92.7,69.8
1556,"Census Tract 8530.04, Kane County, Illinois",14.6,1236,930,5.0,17,089,853004,75.24271844660194,95.0,85.4
1557,"Census Tract 8535, Kane County, Illinois",17.4,1635,1231,5.5,17,089,853500,75.29051987767585,94.5,82.6
1558,"Census Tract 8542, Kane County, Illinois",16.5,1543,1224,8.9,17,089,854200,79.32598833441348,91.1,83.5
1559,"Census Tract 612, Cook County, Illinois",8.8,791,757,2.5,17,031,061200,95.70164348925411,97.5,91.2
