,NAME,pov_rate,tot_hhld,tot_hhld_int,unemp_rate_25_64,state,county,tract,internet_rate,emp_rate_25_64,above_pov_rate
1053,"Census Tract 4102, Cook County, Illinois",24.6,659,596,8.0,17,031,410200,90.44006069802731,92.0,75.4
1054,"Census Tract 4106, Cook County, Illinois",35.5,1078,810,3.8,17,031,410600,75.139146567718,96.2,64.5
1055,"Census Tract 4110, Cook County, Illinois",10.6,1806,1465,4.2,17,031,411000,81.11849390919159,95.8,89.4
1056,"Census Tract 4308, Cook County, Illinois",20.9,705,479,15.3,17,031,430800,67.94326241134752,84.7,79.1
1057,"Census Tract 55, Champaign County, Illinois",15.4,2192,1747,5.7,17,019,005500,79.69890510948905,94.3,84.6
1058,"Census Tract 59, Champaign County, Illinois",80.8,1111,898,5.4,17,019,005900,80.82808280828083,94.6,19.200000000000003
1059,"Census Tract 101, Champaign County, Illinois",19.1,2088,1482,8.8,17,019,010100,70.97701149425288,91.2,80.9
1060,"Census Tract 108, Champaign County, Illinois",8.0,1838,1451,3.0,17,019,010800,78.94450489662677,97.0,92.0
1061,"Census Tract 9.01, Champaign County, Illinois",31.8,1877,1343,9.3,17,019,000901,71.5503462972829,90.7,68.2
1062,"Census Tract 107, Champaign County, Illinois",4.5,3092,2787,0.7,17,019,010700,90.13583441138422,99.3,95.5
1063,"Census Tract 60, Champaign County, Illinois",39.7,690,500,5.4,17,019,006000,72.46376811594203,94.6,60.3
1064,"Census Tract 12.01, Champaign County, Illinois",19.9,2877,2316,5.6,17,019,001201,80.50052137643378,94.4,80.1
1065,"Census Tract 13.02, Champaign County, Illinois",5.4,1909,1597,4.1,17,019,001302,83.65636458878994,95.9,94.6
1066,"Census Tract 106.01, Champaign County, Illinois",3.9,2027,1868,5.4,17,019,010601,92.15589541193883,94.6,96.1
1067,"Census Tract 11, Champaign County, Illinois",5.9,1643,1430,1.0,17,019,001100,87.03590992087643,99.0,94.1
1068,"Census Tract 5610, Cook County, Illinois",1.8,2135,1596,4.7,17,031,561000,74.75409836065575,95.3,98.2
1069,"Census Tract 6111, Cook County, Illinois",33.7,745,407,16.2,17,031,611100,54.63087248322148,83.8,66.3
1070,"Census Tract 6114, Cook County, Illinois",42.7,924,512,8.9,17,031,611400,55.41125541125541,91.1,57.3
1071,"Census Tract 6305, Cook County, Illinois",20.2,1505,1026,5.4,17,031,630500,68.17275747508306,94.6,79.8
1072,"Census Tract 6401, Cook County, Illinois",10.1,464,388,4.7,17,031,640100,83.62068965517241,95.3,89.9
1073,"Census Tract 6406, Cook County, Illinois",20.9,1677,1162,13.5,17,031,640600,69.29039952295766,86.5,79.1
1074,"Census Tract 8836.03, Will County, Illinois",19.5,1318,959,19.7,17,197,883603,72.7617602427921,80.3,80.5
1075,"Census Tract 8838.06, Will County, Illinois",17.7,1182,910,13.6,17,197,883806,76.98815566835871,86.4,82.3
1076,"Census Tract 8821, Will County, Illinois",25.5,708,490,11.1,17,197,882100,69.2090395480226,88.9,74.5
1077,"Census Tract 8810.05, Will County, Illinois",2.8,1231,1144,4.5,17,197,881005,92.93257514216084,95.5,97.2
1078,"Census Tract 8819, Will County, Illinois",41.3,1487,694,16.6,17,197,881900,46.67114996637525,83.4,58.7
1079,"Census Tract 8801.06, Will County, Illinois",9.3,1395,1248,6.3,17,197,880106,89.46236559139786,93.7,90.7
1080,"Census Tract 8802.02, Will County, Illinois",4.3,1498,1293,2.0,17,197,880202,86.31508678237651,98.0,95.7
1081,"Census Tract 8812, Will County, Illinois",35.6,1557,1081,9.9,17,197,881200,69.42838792549774,90.1,64.4
1082,"Census Tract 8824, Will County, Illinois",24.4,941,560,13.5,17,197,882400,59.51115834218916,86.5,75.6
1083,"Census Tract 8822, Will County, Illinois",19.5,1371,981,6.6,17,197,882200,71.55361050328227,93.4,80.5
1084,"Census Tract 8823, Will County, Illinois",17.6,1459,1143,8.3,17,197,882300,78.34132967786155,91.7,82.4
1085,"Census Tract 8835.05, Will County, Illinois",1.9,2524,2203,8.4,17,197,883505,87.28209191759112,91.6,98.1
1086,"Census Tract 8810.01, Will County, Illinois",7.9,1833,1682,3.7,17,197,881001,91.76213857064921,96.3,92.1
1087,"Census Tract 8804.04, Will County, Illinois",3.6,3636,3411,2.0,17,197,880404,93.8118811881188,98.0,96.4
1088,"Census Tract 8051.07, Cook County, Illinois",10.1,2923,2148,7.4,17,031,805107,73.48614437222032,92.6,89.9
1089,"Census Tract 6903, Cook County, Illinois",56.0,748,443,8.7,17,031,690300,59.224598930481285,91.3,44.0
1090,"Census Tract 6915, Cook County, Illinois",37.1,781,379,25.2,17,031,691500,48.52752880921895,74.8,62.9
1091,"Census Tract 7101, Cook County, Illinois",58.4,471,130,36.4,17,031,710100,27.60084925690021,63.6,41.6
1092,"Census Tract 7201, Cook County, Illinois",0.4,1192,1070,6.2,17,031,720100,89.76510067114094,93.8,99.6
1093,"Census Tract 7202, Cook County, Illinois",10.0,1651,1159,4.8,17,031,720200,70.19987886129618,95.2,90.0
1094,"Census Tract 7204, Cook County, Illinois",2.2,665,562,5.8,17,031,720400,84.51127819548873,94.2,97.8
1095,"Census Tract 7207, Cook County, Illinois",7.4,1436,998,9.3,17,031,720700,69.49860724233984,90.7,92.6
1096,"Census Tract 1404, Cook County, Illinois",9.3,2280,1898,3.8,17,031,140400,83.24561403508773,96.2,90.7
1097,"Census Tract 1408, Cook County, Illinois",13.4,2600,2171,5.2,17,031,140800,83.5,94.8,86.6
1098,"Census Tract 1502, Cook County, Illinois",14.3,2972,2237,7.7,17,031,150200,75.2691790040377,92.3,85.7
1099,"Census Tract 1607, Cook County, Illinois",16.4,2251,1770,6.5,17,031,160700,78.63171923589516,93.5,83.6
1100,"Census Tract 1610, Cook County, Illinois",7.4,809,665,5.7,17,031,161000,82.20024721878862,94.3,92.6
1101,"Census Tract 1703, Cook County, Illinois",11.9,1848,1426,2.5,17,031,170300,77.16450216450217,97.5,88.1
1102,"Census Tract 9507, Fayette County, Illinois",14.6,1803,1136,5.5,17,051,950700,63.00610094287299,94.5,85.4
1103,"Census Tract 2, Lee County, Illinois",9.7,1307,1045,2.9,17,103,000200,79.95409334353482,97.1,90.3
1104,"Census Tract 6, Lee County, Illinois",19.2,1419,941,3.4,17,103,000600,66.31430584918957,96.6,80.8
1105,"Census Tract 3, Lee County, Illinois",9.2,1704,1309,4.7,17,103,000300,76.81924882629107,95.3,90.8
1106,"Census Tract 7, Lee County, Illinois",8.8,826,575,7.4,17,103,000700,69.61259079903148,92.6,91.2
1107,"Census Tract 9, Lee County, Illinois",10.6,1412,1044,6.2,17,103,000900,73.93767705382436,93.8,89.4
1108,"Census Tract 4, Lee County, Illinois",14.5,2094,1738,9.6,17,103,000400,82.99904489016237,90.4,85.5
1109,"Census Tract 8, Lee County, Illinois",12.7,1480,1163,3.1,17,103,000800,78.58108108108108,96.9,87.3
1110,"Census Tract 5, Lee County, Illinois",6.5,2052,1689,7.2,17,103,000500,82.30994152046783,92.8,93.5
1111,"Census Tract 1, Lee County, Illinois",15.2,1122,799,5.1,17,103,000100,71.21212121212122,94.9,84.8
1112,"Census Tract 9503, Effingham County, Illinois",11.2,1621,1235,4.4,17,049,950300,76.18753855644664,95.6,88.8
1113,"Census Tract 9504, Effingham County, Illinois",8.8,1456,1096,3.9,17,049,950400,75.27472527472527,96.1,91.2
1114,"Census Tract 9530, Fulton County, Illinois",11.0,931,675,7.1,17,057,953000,72.50268528464017,92.9,89.0
1115,"Census Tract 9536, Fulton County, Illinois",18.8,1866,1346,5.7,17,057,953600,72.13290460878885,94.3,81.2
1116,"Census Tract 9531, Fulton County, Illinois",12.3,1048,745,6.4,17,057,953100,71.08778625954199,93.6,87.7
1117,"Census Tract 9538, Fulton County, Illinois",10.0,1138,786,7.4,17,057,953800,69.06854130052724,92.6,90.0
1118,"Census Tract 9528, Fulton County, Illinois",13.7,1081,837,8.4,17,057,952800,77.42830712303423,91.6,86.3
1119,"Census Tract 9535, Fulton County, Illinois",33.1,1135,893,8.4,17,057,953500,78.6784140969163,91.6,66.9
1120,"Census Tract 9532, Fulton County, Illinois",15.7,1115,770,8.7,17,057,953200,69.05829596412556,91.3,84.3
1121,"Census Tract 9533, Fulton County, Illinois",11.0,1568,1094,3.2,17,057,953300,69.7704081632653,96.8,89.0
1122,"Census Tract 9537, Fulton County, Illinois",11.0,1013,747,2.9,17,057,953700,73.74136229022706,97.1,89.0
1123,"Census Tract 9534, Fulton County, Illinois",18.3,842,486,5.5,17,057,953400,57.71971496437055,94.5,81.7
1124,"Census Tract 9539, Fulton County, Illinois",18.6,1102,780,6.8,17,057,953900,70.78039927404718,93.2,81.4
1125,"Census Tract 9529, Fulton County, Illinois",9.5,1230,909,5.6,17,057,952900,73.90243902439025,94.4,90.5
1126,"Census Tract 9738, Greene County, Illinois",15.7,800,492,2.5,17,061,973800,61.5,97.5,84.3
1127,"Census Tract 9736, Greene County, Illinois",13.7,1268,922,5.1,17,061,973600,72.71293375394322,94.9,86.3
1128,"Census Tract 9737, Greene County, Illinois",26.3,701,428,5.4,17,061,973700,61.05563480741797,94.6,73.7
1129,"Census Tract 9739, Greene County, Illinois",29.9,973,634,6.7,17,061,973900,65.15930113052416,93.3,70.1
1130,"Census Tract 9740, Greene County, Illinois",9.9,1345,988,4.5,17,061,974000,73.45724907063197,95.5,90.1
1131,"Census Tract 9731, Hamilton County, Illinois",12.9,1342,927,2.8,17,065,973100,69.07600596125187,97.2,87.1
1132,"Census Tract 9732, Hamilton County, Illinois",19.3,979,625,1.3,17,065,973200,63.840653728294185,98.7,80.7
1133,"Census Tract 9709, Hardin County, Illinois",17.7,700,455,26.3,17,069,970900,65.0,73.7,82.3
1134,"Census Tract 304, Henry County, Illinois",10.0,1008,712,4.0,17,073,030400,70.63492063492063,96.0,90.0
1135,"Census Tract 308, Henry County, Illinois",37.9,1375,837,12.0,17,073,030800,60.87272727272727,88.0,62.1
1136,"Census Tract 302.02, Henry County, Illinois",7.8,1522,1141,4.5,17,073,030202,74.96714848883047,95.5,92.2
1137,"Census Tract 306, Henry County, Illinois",17.6,1063,662,5.8,17,073,030600,62.276575729068675,94.2,82.4
1138,"Census Tract 303, Henry County, Illinois",10.0,2820,2231,2.4,17,073,030300,79.11347517730496,97.6,90.0
1139,"Census Tract 302.03, Henry County, Illinois",4.4,1572,1359,2.5,17,073,030203,86.45038167938931,97.5,95.6
1140,"Census Tract 312, Henry County, Illinois",5.3,1210,883,4.4,17,073,031200,72.97520661157024,95.6,94.7
1141,"Census Tract 302.01, Henry County, Illinois",3.5,1901,1525,1.6,17,073,030201,80.22093634928986,98.4,96.5
1142,"Census Tract 4206, Cook County, Illinois",51.6,919,497,21.4,17,031,420600,54.08052230685527,78.6,48.4
1143,"Census Tract 4408, Cook County, Illinois",44.2,686,333,14.2,17,031,440800,48.542274052478135,85.8,55.8
1144,"Census Tract 205, Jo Daviess County, Illinois",9.4,1340,1038,8.2,17,085,020500,77.46268656716417,91.8,90.6
1145,"Census Tract 202, Jo Daviess County, Illinois",8.0,2015,1544,1.6,17,085,020200,76.62531017369727,98.4,92.0
1146,"Census Tract 8507.02, Kane County, Illinois",5.9,6730,5615,4.5,17,089,850702,83.43239227340268,95.5,94.1
1147,"Census Tract 8624.02, Lake County, Illinois",28.1,907,606,5.2,17,097,862402,66.81367144432194,94.8,71.9
1148,"Census Tract 8625.01, Lake County, Illinois",7.3,1183,824,7.4,17,097,862501,69.65342349957734,92.6,92.7
1149,"Census Tract 8629.01, Lake County, Illinois",35.8,1209,826,7.5,17,097,862901,68.32092638544252,92.5,64.2
1150,"Census Tract 8629.02, Lake County, Illinois",15.9,944,526,10.1,17,097,862902,55.720338983050844,89.9,84.1
1151,"Census Tract 8638.01, Lake County, Illinois",2.5,1867,1649,2.4,17,097,863801,88.32351365827532,97.6,97.5
1152,"Census Tract 8641.07, Lake County, Illinois",1.3,1632,1570,2.1,17,097,864107,96.20098039215686,97.9,98.7
1153,"Census Tract 8643.07, Lake County, Illinois",5.7,716,608,3.3,17,097,864307,84.91620111731844,96.7,94.3
1154,"Census Tract 8645.13, Lake County, Illinois",2.2,1930,1797,2.5,17,097,864513,93.10880829015544,97.5,97.8
1155,"Census Tract 8648.01, Lake County, Illinois",1.7,1613,1503,2.7,17,097,864801,93.18040917544947,97.3,98.3
1156,"Census Tract 8649.01, Lake County, Illinois",0.9,1574,1501,2.7,17,097,864901,95.36213468869124,97.3,99.1
1157,"Census Tract 8649.04, Lake County, Illinois",3.9,1068,941,6.4,17,097,864904,88.10861423220973,93.6,96.1
1158,"Census Tract 8652, Lake County, Illinois",17.4,2110,1656,2.8,17,097,865200,78.48341232227489,97.2,82.6
1159,"Census Tract 8653, Lake County, Illinois",6.1,1225,1175,4.8,17,097,865300,95.91836734693877,95.2,93.9
1160,"Census Tract 8601.04, Lake County, Illinois",5.5,1402,1216,4.8,17,097,860104,86.73323823109843,95.2,94.5
1161,"Census Tract 8610.08, Lake County, Illinois",4.1,1922,1709,7.7,17,097,861008,88.91779396462019,92.3,95.9
1162,"Census Tract 8610.10, Lake County, Illinois",5.4,1989,1737,6.2,17,097,861010,87.33031674208145,93.8,94.6
1163,"Census Tract 8614.03, Lake County, Illinois",16.8,743,594,4.5,17,097,861403,79.94616419919247,95.5,83.2
1164,"Census Tract 8633, Lake County, Illinois",1.0,883,847,1.9,17,097,863300,95.92298980747452,98.1,99.0
1165,"Census Tract 8621, Lake County, Illinois",26.7,1730,1363,11.6,17,097,862100,78.78612716763006,88.4,73.3
1166,"Census Tract 8626.03, Lake County, Illinois",14.0,2527,2054,10.0,17,097,862603,81.2821527502968,90.0,86.0
1167,"Census Tract 8636.03, Lake County, Illinois",0.5,1118,1080,0.6,17,097,863603,96.6010733452594,99.4,99.5
1168,"Census Tract 8640.02, Lake County, Illinois",14.8,1986,1699,7.3,17,097,864002,85.54884189325277,92.7,85.2
1169,"Census Tract 8641.08, Lake County, Illinois",10.4,1882,1605,7.3,17,097,864108,85.28161530286928,92.7,89.6
1170,"Census Tract 8643.03, Lake County, Illinois",5.1,1515,1427,4.6,17,097,864303,94.1914191419142,95.4,94.9
1171,"Census Tract 8645.05, Lake County, Illinois",10.0,2557,2454,8.6,17,097,864505,95.97184200234649,91.4,90.0
1172,"Census Tract 8645.11, Lake County, Illinois",7.0,2301,2153,5.3,17,097,864511,93.56801390699697,94.7,93.0
1173,"Census Tract 8645.18, Lake County, Illinois",4.3,1806,1725,3.8,17,097,864518,95.51495016611295,96.2,95.7
1174,"Census Tract 8647, Lake County, Illinois",3.8,1060,959,3.0,17,097,864700,90.47169811320754,97.0,96.2
1175,"Census Tract 8601.01, Lake County, Illinois",7.0,2758,2294,7.5,17,097,860101,83.17621464829587,92.5,93.0
1176,"Census Tract 8608.06, Lake County, Illinois",9.1,1961,1698,8.5,17,097,860806,86.58847526772055,91.5,90.9
1177,"Census Tract 8608.10, Lake County, Illinois",8.3,2466,2284,4.0,17,097,860810,92.61962692619628,96.0,91.7
1178,"Census Tract 8613.03, Lake County, Illinois",17.1,1282,958,3.9,17,097,861303,74.72698907956318,96.1,82.9
1179,"Census Tract 8615.07, Lake County, Illinois",6.8,994,867,8.8,17,097,861507,87.22334004024145,91.2,93.2
1180,"Census Tract 8619.01, Lake County, Illinois",7.7,1217,1056,3.2,17,097,861901,86.77074774034512,96.8,92.3
1181,"Census Tract 8623, Lake County, Illinois",38.2,949,636,13.8,17,097,862300,67.01791359325607,86.2,61.8
1182,"Census Tract 8625.02, Lake County, Illinois",18.2,567,477,7.3,17,097,862502,84.12698412698413,92.7,81.8
1183,"Census Tract 8627, Lake County, Illinois",34.3,1131,813,9.3,17,097,862700,71.88328912466844,90.7,65.7
1184,"Census Tract 8632.01, Lake County, Illinois",19.4,1108,865,6.7,17,097,863201,78.06859205776173,93.3,80.6
1185,"Census Tract 8643.05, Lake County, Illinois",5.4,1969,1780,2.4,17,097,864305,90.40121889283901,97.6,94.6
1186,"Census Tract 8644.03, Lake County, Illinois",3.8,1572,1512,2.9,17,097,864403,96.18320610687023,97.1,96.2
1187,"Census Tract 8603.02, Lake County, Illinois",28.5,962,747,14.7,17,097,860302,77.65072765072765,85.3,71.5
1188,"Census Tract 8610.14, Lake County, Illinois",6.8,1241,1128,7.5,17,097,861014,90.89443996776792,92.5,93.2
1189,"Census Tract 8613.01, Lake County, Illinois",17.5,1840,1456,7.0,17,097,861301,79.13043478260869,93.0,82.5
1190,"Census Tract 8615.04, Lake County, Illinois",12.0,2643,2325,4.6,17,097,861504,87.96821793416572,95.4,88.0
1191,"Census Tract 8635, Lake County, Illinois",2.3,1841,1641,4.1,17,097,863500,89.13633894622488,95.9,97.7
1192,"Census Tract 4017.22, Madison County, Illinois",7.9,1153,1008,2.5,17,119,401722,87.42411101474414,97.5,92.1
1193,"Census Tract 4023, Madison County, Illinois",12.0,785,642,7.0,17,119,402300,81.78343949044586,93.0,88.0
1194,"Census Tract 4030.01, Madison County, Illinois",16.3,2012,1798,3.7,17,119,403001,89.3638170974155,96.3,83.7
1195,"Census Tract 4035.31, Madison County, Illinois",6.2,3219,2658,3.0,17,119,403531,82.5722273998136,97.0,93.8
1196,"Census Tract 4009.52, Madison County, Illinois",16.4,1153,923,6.3,17,119,400952,80.0520381613183,93.7,83.6
1197,"Census Tract 8239.01, Cook County, Illinois",1.9,1484,1283,1.8,17,031,823901,86.45552560646901,98.2,98.1
1198,"Census Tract 8246.01, Cook County, Illinois",6.0,1798,1548,2.3,17,031,824601,86.09566184649611,97.7,94.0
1199,"Census Tract 8247.02, Cook County, Illinois",10.5,2024,1648,9.5,17,031,824702,81.42292490118577,90.5,89.5
1200,"Census Tract 2002, Cook County, Illinois",19.7,1596,1048,3.4,17,031,200200,65.6641604010025,96.6,80.3
1201,"Census Tract 2214, Cook County, Illinois",10.3,1322,1092,2.4,17,031,221400,82.60211800302571,97.6,89.7
1202,"Census Tract 2303, Cook County, Illinois",20.2,263,124,3.8,17,031,230300,47.14828897338403,96.2,79.8
1203,"Census Tract 2309, Cook County, Illinois",38.2,1832,1234,8.0,17,031,230900,67.35807860262008,92.0,61.8
1204,"Census Tract 2311, Cook County, Illinois",25.3,362,225,21.3,17,031,231100,62.15469613259669,78.7,74.7
1205,"Census Tract 2406, Cook County, Illinois",9.9,620,534,7.1,17,031,240600,86.12903225806451,92.9,90.1
1206,"Census Tract 2434, Cook County, Illinois",16.8,1311,1169,5.3,17,031,243400,89.16857360793287,94.7,83.2
1207,"Census Tract 2502, Cook County, Illinois",20.9,774,515,14.5,17,031,250200,66.5374677002584,85.5,79.1
1208,"Census Tract 2507, Cook County, Illinois",26.0,2026,1003,11.1,17,031,250700,49.506416584402764,88.9,74.0
1209,"Census Tract 2513, Cook County, Illinois",25.0,1452,840,17.3,17,031,251300,57.85123966942148,82.7,75.0
1210,"Census Tract 2827, Cook County, Illinois",27.7,773,585,11.6,17,031,282700,75.67917205692109,88.4,72.3
1211,"Census Tract 314, Cook County, Illinois",9.5,3087,2656,2.8,17,031,031400,86.03822481373501,97.2,90.5
1212,"Census Tract 8644.08, Lake County, Illinois",3.0,2113,1888,1.0,17,097,864408,89.35163274964505,99.0,97.0
1213,"Census Tract 8636.01, Lake County, Illinois",0.4,1160,1076,4.7,17,097,863601,92.75862068965517,95.3,99.6
1214,"Census Tract 8642.06, Lake County, Illinois",13.4,1447,1081,2.0,17,097,864206,74.70628887353145,98.0,86.6
1215,"Census Tract 8646.02, Lake County, Illinois",0.9,1379,1261,4.8,17,097,864602,91.44307469180566,95.2,99.1
1216,"Census Tract 8644.12, Lake County, Illinois",3.7,1363,1321,1.1,17,097,864412,96.91856199559794,98.9,96.3
1217,"Census Tract 8620, Lake County, Illinois",17.5,1662,1385,8.9,17,097,862000,83.33333333333334,91.1,82.5
1218,"Census Tract 8642.05, Lake County, Illinois",2.9,3829,3567,4.9,17,097,864205,93.15748237137635,95.1,97.1
1219,"Census Tract 8601.03, Lake County, Illinois",3.4,1356,1187,6.9,17,097,860103,87.53687315634218,93.1,96.6
1220,"Census Tract 8611.05, Lake County, Illinois",5.5,1649,1446,5.1,17,097,861105,87.689508793208,94.9,94.5
1221,"Census Tract 8618.04, Lake County, Illinois",21.2,1132,968,10.2,17,097,861804,85.51236749116607,89.8,78.8
1222,"Census Tract 8634, Lake County, Illinois",7.1,1294,1207,1.8,17,097,863400,93.27666151468316,98.2,92.9
1223,"Census Tract 8644.07, Lake County, Illinois",2.5,1887,1872,3.8,17,097,864407,99.20508744038156,96.2,97.5
1224,"Census Tract 8612.01, Lake County, Illinois",10.8,2029,1591,1.8,17,097,861201,78.41301133563331,98.2,89.2
1225,"Census Tract 8642.03, Lake County, Illinois",3.1,1605,1512,3.1,17,097,864203,94.2056074766355,96.9,96.9
1226,"Census Tract 8622, Lake County, Illinois",28.2,1317,943,12.7,17,097,862200,71.60212604403948,87.3,71.8
1227,"Census Tract 8639.02, Lake County, Illinois",8.7,2748,2364,3.1,17,097,863902,86.02620087336244,96.9,91.3
1228,"Census Tract 8648.02, Lake County, Illinois",2.4,937,890,1.9,17,097,864802,94.98399146211312,98.1,97.6
1229,"Census Tract 8604, Lake County, Illinois",13.5,2116,1756,10.1,17,097,860400,82.98676748582231,89.9,86.5
1230,"Census Tract 8624.01, Lake County, Illinois",21.2,1259,793,9.0,17,097,862401,62.98649722001588,91.0,78.8
