crdc_id,ncessch,year,fips,leaid,enrollment_crdc,teachers_certified_fte_crdc,counselors_fte_crdc,law_enforcement_fte_crdc,salaries_crdc,enrl_AP_crdc,enrl_AP_science_crdc,enrl_AP_math_crdc,enrl_AP_other_crdc,enrl_AP_language_crdc
170993000780,170993000780,2017,Illinois,1709930,335,22.000,1.000,0.000,1776378.250,0,0,0,0,0
170993000781,170993000781,2017,Illinois,1709930,465,28.500,1.000,0.000,1860055.500,0,0,0,0,0
170993000782,170993000782,2017,Illinois,1709930,309,23.000,1.000,0.000,1771518.250,0,0,0,0,0
170993000783,170993000783,2017,Illinois,1709930,793,53.000,1.000,0.000,4461165.500,0,0,0,0,0
170993000784,170993000784,2017,Illinois,1709930,831,43.000,1.000,0.000,3580994.000,0,0,0,0,0
170993000785,170993000785,2017,Illinois,1709930,1114,61.000,1.000,0.000,4039223.000,0,0,0,0,0
170993000787,170993000787,2017,Illinois,1709930,628,39.000,1.000,0.000,3038530.750,0,0,0,0,0
170993000788,170993000788,2017,Illinois,1709930,728,59.000,2.000,1.000,4645916.500,17,0,0,17,0
170993000792,170993000792,2017,Illinois,1709930,251,13.000,1.000,0.000,1526499.125,0,0,0,0,0
170993000794,170993000794,2017,Illinois,1709930,765,47.000,1.000,0.000,3338342.000,0,0,0,0,0
170993000796,170993000796,2017,Illinois,1709930,397,25.000,1.000,0.000,2280943.750,0,0,0,0,0
170993000797,170993000797,2017,Illinois,1709930,708,43.500,1.000,0.000,3227966.500,0,0,0,0,0
170993000799,170993000799,2017,Illinois,1709930,792,52.000,2.000,0.000,4318621.000,15,0,0,15,0
170993000800,170993000800,2017,Illinois,1709930,416,27.000,1.000,0.000,2095289.125,0,0,0,0,0
170993000801,170993000801,2017,Illinois,1709930,162,11.500,1.000,0.000,1095349.500,0,0,0,0,0
170993000803,170993000803,2017,Illinois,1709930,1158,70.000,1.000,0.000,5098069.000,0,0,0,0,0
170993000804,170993000804,2017,Illinois,1709930,628,62.000,2.000,0.000,4869135.000,0,0,0,0,0
170993000805,170993000805,2017,Illinois,1709930,568,38.000,1.000,0.000,2928636.250,0,0,0,0,0
170993000806,170993000806,2017,Illinois,1709930,498,28.000,1.000,0.000,2402689.750,0,0,0,0,0
170993000807,170993000807,2017,Illinois,1709930,354,19.000,0.000,0.000,1440182.125,0,0,0,0,0
170993000808,170993000808,2017,Illinois,1709930,352,18.000,1.000,0.000,1837171.375,0,0,0,0,0
170993000809,170993000809,2017,Illinois,1709930,329,24.000,1.000,0.000,1912312.625,53,0,0,53,0
170993000811,170993000811,2017,Illinois,1709930,325,22.000,1.000,0.000,1499692.250,0,0,0,0,0
170993000812,170993000812,2017,Illinois,1709930,454,28.000,1.000,0.000,2266923.750,0,0,0,0,0
170993000815,170993000815,2017,Illinois,1709930,686,36.000,1.000,0.000,3041217.250,0,0,0,0,0
170993000816,170993000816,2017,Illinois,1709930,494,31.000,1.000,0.000,2551226.250,0,0,0,0,0
170993000817,170993000817,2017,Illinois,1709930,245,19.000,1.000,1.000,1503726.500,0,0,0,0,0
170993000819,170993000819,2017,Illinois,1709930,932,52.000,1.000,0.000,4449939.000,0,0,0,0,0
170993000822,170993000822,2017,Illinois,1709930,480,31.000,1.000,0.000,2300663.750,0,0,0,0,0
170993000823,170993000823,2017,Illinois,1709930,537,32.500,1.000,0.000,2446484.750,0,0,0,0,0
170993000824,170993000824,2017,Illinois,1709930,439,30.000,1.000,0.000,2088784.125,0,0,0,0,0
170993000826,170993000826,2017,Illinois,1709930,319,18.500,1.000,4.000,1703470.750,0,0,0,0,0
170993000830,170993000830,2017,Illinois,1709930,392,23.000,1.000,0.000,2057598.375,0,0,0,0,0
170993000831,170993000831,2017,Illinois,1709930,906,55.000,2.000,0.000,3838097.250,0,0,0,0,0
170993000832,170993000832,2017,Illinois,1709930,567,36.000,1.000,0.000,2951051.750,0,0,0,0,0
170993000834,170993000834,2017,Illinois,1709930,1002,62.000,1.000,0.000,4672442.000,0,0,0,0,0
170993000835,170993000835,2017,Illinois,1709930,1413,79.000,1.500,0.000,5995700.000,0,0,0,0,0
170993000836,170993000836,2017,Illinois,1709930,359,24.500,1.000,0.000,2078167.375,0,0,0,0,0
170993000837,170993000837,2017,Illinois,1709930,665,38.000,1.000,0.000,2885484.000,0,0,0,0,0
170993000839,170993000839,2017,Illinois,1709930,154,10.000,1.000,0.000,972401.938,0,0,0,0,0
170993000840,170993000840,2017,Illinois,1709930,349,21.000,1.000,0.000,1997634.000,0,0,0,0,0
170993000842,170993000842,2017,Illinois,1709930,275,18.000,1.000,2.000,1501034.500,0,0,0,0,0
170993000844,170993000844,2017,Illinois,1709930,525,31.000,1.000,0.000,2348145.250,0,0,0,0,0
170993000847,170993000847,2017,Illinois,1709930,590,37.000,1.000,0.000,2992925.250,0,0,0,0,0
170993000851,170993000851,2017,Illinois,1709930,386,27.000,1.000,0.000,2646353.500,0,0,0,0,0
170993000852,170993000852,2017,Illinois,1709930,134,10.000,1.000,1.000,1423875.125,0,0,0,0,0
170993000854,170993000854,2017,Illinois,1709930,988,59.500,1.000,5.000,4555395.000,0,0,0,0,0
170993000855,170993000855,2017,Illinois,1709930,267,15.000,1.000,0.000,1368067.750,0,0,0,0,0
170993000856,170993000856,2017,Illinois,1709930,244,13.000,1.000,0.000,1056130.000,0,0,0,0,0
170993000857,170993000857,2017,Illinois,1709930,567,33.000,1.000,4.000,2539269.500,0,0,0,0,0
170993000858,170993000858,2017,Illinois,1709930,504,33.000,1.000,0.000,2480507.000,0,0,0,0,0
170993000859,170993000859,2017,Illinois,1709930,239,12.500,1.000,0.000,1375851.750,0,0,0,0,0
170993000860,170993000860,2017,Illinois,1709930,242,12.500,1.000,0.000,1266609.500,0,0,0,0,0
170993000861,170993000861,2017,Illinois,1709930,163,16.000,1.000,0.000,1075931.625,0,0,0,0,0
170993000862,170993000862,2017,Illinois,1709930,481,27.000,1.000,0.000,2047971.750,0,0,0,0,0
170993000864,170993000864,2017,Illinois,1709930,253,14.000,1.000,0.000,1346037.375,0,0,0,0,0
170993000865,170993000865,2017,Illinois,1709930,255,18.000,1.000,0.000,1507895.750,0,0,0,0,0
170993000866,170993000866,2017,Illinois,1709930,831,45.000,1.000,0.000,3318952.250,0,0,0,0,0
170993000867,170993000867,2017,Illinois,1709930,443,26.000,1.000,0.000,2342823.750,0,0,0,0,0
170993000868,170993000868,2017,Illinois,1709930,550,33.500,1.000,0.000,2959185.750,0,0,0,0,0
170993000869,170993000869,2017,Illinois,1709930,311,24.000,1.000,0.000,1791159.250,0,0,0,0,0
170993000870,170993000870,2017,Illinois,1709930,918,52.000,1.000,0.000,3885521.500,0,0,0,0,0
170993000874,170993000874,2017,Illinois,1709930,250,18.000,1.000,0.000,1436711.500,0,0,0,0,0
170993000875,170993000875,2017,Illinois,1709930,417,25.000,1.000,0.000,2205787.000,0,0,0,0,0
170993000878,170993000878,2017,Illinois,1709930,331,25.000,1.000,0.000,1660439.125,0,0,0,0,0
170993000879,170993000879,2017,Illinois,1709930,137,12.000,1.000,0.000,1038801.938,1,0,0,1,0
170993000880,170993000880,2017,Illinois,1709930,428,29.000,1.000,0.000,1904600.625,0,0,0,0,0
170993000881,170993000881,2017,Illinois,1709930,286,23.000,1.000,0.000,1813932.000,0,0,0,0,0
170993000882,170993000882,2017,Illinois,1709930,257,18.500,1.000,0.000,1647283.000,0,0,0,0,0
170993000883,170993000883,2017,Illinois,1709930,265,18.000,1.000,0.000,1440696.000,0,0,0,0,0
170993000884,170993000884,2017,Illinois,1709930,716,36.500,1.000,0.000,3148077.750,0,0,0,0,0
170993000886,170993000886,2017,Illinois,1709930,762,54.000,1.000,0.000,3712387.750,0,0,0,0,0
170993000888,170993000888,2017,Illinois,1709930,208,13.000,1.000,0.000,1098024.125,0,0,0,0,0
170993000889,170993000889,2017,Illinois,1709930,1777,103.000,5.000,0.000,8139949.500,407,0,0,408,0
170993000890,170993000890,2017,Illinois,1709930,686,42.000,1.000,0.000,3390265.750,0,0,0,0,0
170993000892,170993000892,2017,Illinois,1709930,295,17.500,1.000,0.000,1640890.500,0,0,0,0,0
170993000893,170993000893,2017,Illinois,1709930,856,54.000,2.000,2.000,4205745.000,43,0,0,43,0
170993000894,170993000894,2017,Illinois,1709930,215,45.000,1.000,0.000,1449788.500,0,0,0,0,0
170993000895,170993000895,2017,Illinois,1709930,516,37.000,2.000,0.000,3135945.750,93,17,12,85,0
170993000898,170993000898,2017,Illinois,1709930,494,31.000,1.000,0.000,2528158.250,0,0,0,0,0
170993000899,170993000899,2017,Illinois,1709930,470,35.000,1.000,5.000,2226548.500,0,0,0,0,0
170993000901,170993000901,2017,Illinois,1709930,202,17.000,1.000,0.000,1445942.000,0,0,0,0,0
170993000903,170993000903,2017,Illinois,1709930,257,14.000,1.000,0.000,1239594.875,0,0,0,0,0
170993000905,170993000905,2017,Illinois,1709930,561,38.000,1.000,1.000,3006799.000,0,0,0,0,0
170993000907,170993000907,2017,Illinois,1709930,265,16.000,1.000,0.000,1230614.375,0,0,0,0,0
170993000911,170993000911,2017,Illinois,1709930,486,28.000,1.000,0.000,1975564.000,0,0,0,0,0
170993000914,170993000914,2017,Illinois,1709930,399,36.000,2.000,0.000,2913347.000,0,0,0,0,0
170993000916,170993000916,2017,Illinois,1709930,354,22.000,2.000,0.000,2022949.125,0,0,0,0,0
170993000918,170993000918,2017,Illinois,1709930,895,47.000,2.000,0.000,3677248.250,0,0,0,0,0
170993000919,170993000919,2017,Illinois,1709930,663,40.000,1.000,0.000,2897194.500,0,0,0,0,0
170993000920,170993000920,2017,Illinois,1709930,1891,122.000,4.000,0.000,9806303.000,168,40,27,132,0
170993000923,170993000923,2017,Illinois,1709930,451,31.500,1.500,0.000,2491887.500,56,24,0,44,0
170993000924,170993000924,2017,Illinois,1709930,1691,108.000,5.000,0.000,7503292.000,213,18,7,200,0
170993000925,170993000925,2017,Illinois,1709930,1755,101.500,5.000,3.000,8097600.500,400,112,52,333,0
170993000926,170993000926,2017,Illinois,1709930,1097,62.000,1.000,0.000,4324507.500,0,0,0,0,0
170993000927,170993000927,2017,Illinois,1709930,1337,76.000,1.000,0.000,5668188.500,0,0,0,0,0
170993000928,170993000928,2017,Illinois,1709930,360,20.000,1.000,0.000,1747523.625,0,0,0,0,0
170993000929,170993000929,2017,Illinois,1709930,376,22.000,1.000,0.000,1699836.250,0,0,0,0,0
170993000930,170993000930,2017,Illinois,1709930,446,30.000,1.000,0.000,2234944.500,0,0,0,0,0
170993000931,170993000931,2017,Illinois,1709930,600,41.000,2.000,0.000,3808821.750,245,65,51,195,0
170993000934,170993000934,2017,Illinois,1709930,1409,77.500,2.000,0.000,5464383.000,0,0,0,0,0
170993000935,170993000935,2017,Illinois,1709930,244,13.000,1.000,0.000,1258422.125,0,0,0,0,0
170993000936,170993000936,2017,Illinois,1709930,345,24.500,1.000,0.000,1998556.875,0,0,0,0,0
170993000937,170993000937,2017,Illinois,1709930,351,21.500,1.000,0.000,1733537.750,0,0,0,0,0
170993000939,170993000939,2017,Illinois,1709930,751,44.500,1.000,0.000,3659103.500,0,0,0,0,0
170993000940,170993000940,2017,Illinois,1709930,1172,65.000,1.000,0.000,4651854.500,0,0,0,0,0
170993000941,170993000941,2017,Illinois,1709930,1389,87.500,5.000,2.000,6666651.000,254,0,33,240,0
170993000942,170993000942,2017,Illinois,1709930,4441,231.000,10.000,0.000,19039190.000,3247,608,391,3173,0
170993000943,170993000943,2017,Illinois,1709930,880,53.000,4.000,0.000,4733731.500,54,0,0,54,0
170993000944,170993000944,2017,Illinois,1709930,384,20.500,1.000,2.000,1869380.250,0,0,0,0,0
170993000950,170993000950,2017,Illinois,1709930,760,44.500,1.000,0.000,3863750.000,0,0,0,0,0
170993000952,170993000952,2017,Illinois,1709930,339,22.500,1.000,0.000,1795688.000,0,0,0,0,0
170993000955,170993000955,2017,Illinois,1709930,712,44.500,1.000,0.000,3186236.250,0,0,0,0,0
170993000956,170993000956,2017,Illinois,1709930,377,33.000,1.000,0.000,2462640.250,0,0,0,0,0
170993000957,170993000957,2017,Illinois,1709930,194,12.000,1.000,2.000,1240170.375,0,0,0,0,0
170993000958,170993000958,2017,Illinois,1709930,802,47.000,1.000,0.000,3744279.750,0,0,0,0,0
170993000959,170993000959,2017,Illinois,1709930,692,54.000,1.000,0.000,4009385.750,0,0,0,0,0
170993000963,170993000963,2017,Illinois,1709930,479,31.000,1.000,0.000,2387472.000,0,0,0,0,0
170993000964,170993000964,2017,Illinois,1709930,500,35.500,1.000,0.000,2717434.250,0,0,0,0,0
170993000965,170993000965,2017,Illinois,1709930,400,25.000,1.000,0.000,1964635.500,0,0,0,0,0
170993000966,170993000966,2017,Illinois,1709930,343,23.000,1.000,0.000,2093028.250,0,0,0,0,0
170993000967,170993000967,2017,Illinois,1709930,129,11.500,1.000,1.000,990882.875,12,0,0,12,0
170993000968,170993000968,2017,Illinois,1709930,824,49.000,1.000,0.000,3444596.250,0,0,0,0,0
170993000969,170993000969,2017,Illinois,1709930,465,33.000,1.000,0.000,2410111.000,0,0,0,0,0
170993000970,170993000970,2017,Illinois,1709930,648,40.000,1.000,0.000,3329232.750,0,0,0,0,0
170993000971,170993000971,2017,Illinois,1709930,710,41.000,1.000,3.000,3320203.500,0,0,0,0,0
170993000972,170993000972,2017,Illinois,1709930,341,28.000,0.000,0.000,2315346.750,22,0,0,22,0
170993000974,170993000974,2017,Illinois,1709930,1125,56.000,1.000,0.000,4634955.500,0,0,0,0,0
170993000977,170993000977,2017,Illinois,1709930,1442,94.000,5.000,0.000,7191860.500,355,66,93,319,0
170993000978,170993000978,2017,Illinois,1709930,232,16.000,1.000,1.000,1303689.125,0,0,0,0,0
170993000979,170993000979,2017,Illinois,1709930,639,39.000,2.000,0.000,3067635.500,0,0,0,0,0
170993000981,170993000981,2017,Illinois,1709930,322,18.500,1.000,1.000,1753329.250,0,0,0,0,0
170993000983,170993000983,2017,Illinois,1709930,521,35.000,2.000,0.000,2956905.250,0,0,0,0,0
170993000984,170993000984,2017,Illinois,1709930,519,31.500,1.000,0.000,2867742.250,0,0,0,0,0
170993000985,170993000985,2017,Illinois,1709930,275,17.000,1.000,0.000,1268627.625,0,0,0,0,0
170993000987,170993000987,2017,Illinois,1709930,264,20.000,1.000,0.000,2169605.250,0,0,0,0,0
170993000988,170993000988,2017,Illinois,1709930,789,46.000,1.000,0.000,3704325.250,0,0,0,0,0
170993000990,170993000990,2017,Illinois,1709930,1865,109.600,7.000,0.000,8996421.000,1210,310,268,1081,0
170993000991,170993000991,2017,Illinois,1709930,563,35.000,1.000,0.000,3105358.250,0,0,0,0,0
170993000992,170993000992,2017,Illinois,1709930,1254,69.000,1.000,0.000,4660316.000,0,0,0,0,0
170993000993,170993000993,2017,Illinois,1709930,493,32.000,1.000,0.000,2894482.250,0,0,0,0,0
170993000994,170993000994,2017,Illinois,1709930,833,48.000,1.000,0.000,3327220.750,0,0,0,0,0
170993000996,170993000996,2017,Illinois,1709930,775,44.500,1.000,0.000,3421449.250,0,0,0,0,0
170993000997,170993000997,2017,Illinois,1709930,437,24.500,1.000,0.000,2024838.750,0,0,0,0,0
170993000999,170993000999,2017,Illinois,1709930,230,33.000,1.000,2.000,2305048.000,0,0,0,0,0
170993001001,170993001001,2017,Illinois,1709930,279,17.000,1.000,0.000,1737756.875,0,0,0,0,0
170993001002,170993001002,2017,Illinois,1709930,1271,82.500,2.000,1.000,7401217.500,84,0,0,84,0
170993001003,170993001003,2017,Illinois,1709930,806,107.000,4.000,0.000,7618877.000,0,0,0,0,0
170993001004,170993001004,2017,Illinois,1709930,489,31.000,1.000,0.000,2375179.500,0,0,0,0,0
170993001005,170993001005,2017,Illinois,1709930,662,34.500,1.000,0.000,2500264.000,0,0,0,0,0
170993001009,170993001009,2017,Illinois,1709930,659,34.000,1.000,3.000,2948853.750,0,0,0,0,0
170993001010,170993001010,2017,Illinois,1709930,751,45.500,1.000,0.000,3335373.000,0,0,0,0,0
170993001011,170993001011,2017,Illinois,1709930,598,39.000,1.000,0.000,2219812.250,0,0,0,0,0
170993001012,170993001012,2017,Illinois,1709930,453,32.000,1.000,0.000,2516590.250,0,0,0,0,0
170993001013,170993001013,2017,Illinois,1709930,357,21.000,1.000,0.000,1662509.000,0,0,0,0,0
170993001015,170993001015,2017,Illinois,1709930,268,16.000,1.000,0.000,1548412.625,0,0,0,0,0
170993001017,170993001017,2017,Illinois,1709930,806,47.000,1.000,0.000,3595496.500,0,0,0,0,0
170993001018,170993001018,2017,Illinois,1709930,230,26.000,1.000,1.000,2196538.250,0,0,0,0,0
170993001019,170993001019,2017,Illinois,1709930,491,29.000,1.000,0.000,2787446.250,0,0,0,0,0
170993001021,170993001021,2017,Illinois,1709930,294,15.000,1.000,0.000,1633152.250,0,0,0,0,0
170993001022,170993001022,2017,Illinois,1709930,240,15.000,1.000,0.000,1426712.500,0,0,0,0,0
170993001023,170993001023,2017,Illinois,1709930,708,37.000,1.000,0.000,3393479.000,0,0,0,0,0
170993001025,170993001025,2017,Illinois,1709930,943,50.000,2.000,2.000,3846139.250,0,0,0,0,0
170993001027,170993001027,2017,Illinois,1709930,1010,64.000,2.000,2.000,4624423.000,0,0,0,0,0
170993001028,170993001028,2017,Illinois,1709930,317,20.500,1.000,0.000,2062006.125,0,0,0,0,0
170993001031,170993001031,2017,Illinois,1709930,315,21.000,1.000,0.000,1927083.750,0,0,0,0,0
170993001032,170993001032,2017,Illinois,1709930,588,39.000,1.000,0.000,3090387.000,0,0,0,0,0
170993001033,170993001033,2017,Illinois,1709930,891,56.000,2.000,0.000,3834696.500,0,0,0,0,0
170993001034,170993001034,2017,Illinois,1709930,444,26.000,1.000,0.000,2191309.750,0,0,0,0,0
170993001036,170993001036,2017,Illinois,1709930,262,17.000,1.000,0.000,1397756.875,0,0,0,0,0
170993001037,170993001037,2017,Illinois,1709930,138,10.500,1.000,0.000,951217.375,0,0,0,0,0
170993001039,170993001039,2017,Illinois,1709930,951,53.000,2.000,4.000,4079615.000,0,0,0,0,0
170993001040,170993001040,2017,Illinois,1709930,433,24.500,2.000,4.000,2089232.125,0,0,0,0,0
170993001043,170993001043,2017,Illinois,1709930,735,40.000,1.000,0.000,3098657.750,0,0,0,0,0
170993001044,170993001044,2017,Illinois,1709930,345,22.000,1.000,0.000,1831812.250,0,0,0,0,0
170993001045,170993001045,2017,Illinois,1709930,928,51.000,1.000,0.000,4012423.250,0,0,0,0,0
170993001046,170993001046,2017,Illinois,1709930,391,20.000,1.000,0.000,1797955.625,0,0,0,0,0
170993001047,170993001047,2017,Illinois,1709930,725,45.000,1.000,2.000,3592370.500,0,0,0,0,0
170993001050,170993001050,2017,Illinois,1709930,552,35.000,1.000,0.000,2532535.250,0,0,0,0,0
170993001052,170993001052,2017,Illinois,1709930,253,18.000,1.000,0.000,1221468.875,0,0,0,0,0
170993001054,170993001054,2017,Illinois,1709930,923,56.000,1.000,0.000,4430971.000,0,0,0,0,0
170993001055,170993001055,2017,Illinois,1709930,802,57.000,1.000,0.000,4074701.500,0,0,0,0,0
170993001056,170993001056,2017,Illinois,1709930,241,13.000,1.000,0.000,1171602.375,0,0,0,0,0
170993001059,170993001059,2017,Illinois,1709930,782,48.000,1.000,3.000,3628437.250,0,0,0,0,0
170993001061,170993001061,2017,Illinois,1709930,634,40.000,2.000,0.000,3086816.000,56,22,12,42,0
170993001064,170993001064,2017,Illinois,1709930,416,22.000,1.000,0.000,1604549.125,0,0,0,0,0
170993001065,170993001065,2017,Illinois,1709930,401,26.000,1.000,0.000,1960936.500,0,0,0,0,0
170993001067,170993001067,2017,Illinois,1709930,604,32.500,1.000,0.000,2762457.250,0,0,0,0,0
170993001068,170993001068,2017,Illinois,1709930,1545,83.000,3.000,0.000,6717978.000,0,0,0,0,0
170993001070,170993001070,2017,Illinois,1709930,446,28.500,2.000,0.000,2108728.750,0,0,0,0,0
170993001071,170993001071,2017,Illinois,1709930,322,18.000,1.000,1.000,1606097.625,0,0,0,0,0
170993001072,170993001072,2017,Illinois,1709930,310,25.000,1.000,1.000,2151689.750,73,0,25,65,0
170993001073,170993001073,2017,Illinois,1709930,745,47.000,1.000,0.000,3037139.750,0,0,0,0,0
170993001076,170993001076,2017,Illinois,1709930,118,18.000,1.000,2.000,1464477.750,0,0,0,0,0
170993001077,170993001077,2017,Illinois,1709930,190,15.000,1.000,0.000,1039137.750,0,0,0,0,0
170993001079,170993001079,2017,Illinois,1709930,756,42.500,1.000,0.000,3453325.000,0,0,0,0,0
170993001080,170993001080,2017,Illinois,1709930,684,39.000,1.000,2.000,3073260.000,0,0,0,0,0
170993001083,170993001083,2017,Illinois,1709930,560,32.000,1.000,2.000,2783147.500,0,0,0,0,0
170993001084,170993001084,2017,Illinois,1709930,535,34.000,1.000,0.000,2709722.500,0,0,0,0,0
170993001085,170993001085,2017,Illinois,1709930,257,13.000,1.000,0.000,1122670.000,0,0,0,0,0
170993001086,170993001086,2017,Illinois,1709930,755,56.000,2.000,2.000,4253778.500,118,16,20,99,0
170993001087,170993001087,2017,Illinois,1709930,335,21.000,1.000,0.000,1663422.125,0,0,0,0,0
170993001091,170993001091,2017,Illinois,1709930,356,23.000,1.000,2.000,2073423.500,0,0,0,0,0
170993001092,170993001092,2017,Illinois,1709930,838,49.000,2.000,2.000,4058525.750,0,0,0,0,0
170993001093,170993001093,2017,Illinois,1709930,1099,78.000,2.000,2.000,5661820.000,97,12,0,89,0
170993001094,170993001094,2017,Illinois,1709930,363,23.500,1.000,0.000,1801360.500,0,0,0,0,0
170993001095,170993001095,2017,Illinois,1709930,430,26.000,1.000,0.000,2176377.000,0,0,0,0,0
170993001096,170993001096,2017,Illinois,1709930,1094,55.000,1.000,0.000,5022171.500,0,0,0,0,0
170993001097,170993001097,2017,Illinois,1709930,945,54.000,1.000,1.000,4586258.500,0,0,0,0,0
170993001098,170993001098,2017,Illinois,1709930,463,30.000,1.000,0.000,2810370.000,0,0,0,0,0
170993001099,170993001099,2017,Illinois,1709930,555,33.000,1.000,1.000,2540020.750,0,0,0,0,0
170993001100,170993001100,2017,Illinois,1709930,349,23.500,1.000,3.000,2073898.750,0,0,0,0,0
170993001101,170993001101,2017,Illinois,1709930,557,37.000,1.000,0.000,2946352.000,0,0,0,0,0
170993001102,170993001102,2017,Illinois,1709930,417,24.000,1.000,0.000,1947260.750,0,0,0,0,0
170993001103,170993001103,2017,Illinois,1709930,1257,73.000,1.000,7.000,5680638.500,0,0,0,0,0
170993001105,170993001105,2017,Illinois,1709930,628,42.000,1.000,0.000,3190078.500,0,0,0,0,0
170993001106,170993001106,2017,Illinois,1709930,538,39.000,1.000,0.000,2740235.250,0,0,0,0,0
170993001109,170993001109,2017,Illinois,1709930,674,41.500,1.000,0.000,2865575.250,0,0,0,0,0
170993001111,170993001111,2017,Illinois,1709930,1739,114.000,4.000,4.000,8516623.000,178,25,59,130,0
170993001114,170993001114,2017,Illinois,1709930,1441,104.000,5.000,0.000,7838618.500,246,0,23,232,0
170993001116,170993001116,2017,Illinois,1709930,512,32.000,1.000,0.000,2679955.500,0,0,0,0,0
170993001117,170993001117,2017,Illinois,1709930,276,16.000,1.000,0.000,1572955.375,0,0,0,0,0
170993001118,170993001118,2017,Illinois,1709930,558,32.000,0.000,0.000,2432053.500,0,0,0,0,0
170993001119,170993001119,2017,Illinois,1709930,687,44.000,1.000,0.000,3182133.750,0,0,0,0,0
170993001120,170993001120,2017,Illinois,1709930,444,27.000,1.000,0.000,2447806.750,0,0,0,0,0
170993001122,170993001122,2017,Illinois,1709930,324,21.000,1.000,0.000,1710607.500,0,0,0,0,0
170993001123,170993001123,2017,Illinois,1709930,849,51.500,1.500,4.000,4097440.500,0,0,0,0,0
170993001124,170993001124,2017,Illinois,1709930,300,21.000,1.000,0.000,1479823.125,0,0,0,0,0
170993001125,170993001125,2017,Illinois,1709930,114,12.000,1.000,0.000,1205192.375,17,0,0,17,0
170993001127,170993001127,2017,Illinois,1709930,1048,61.000,1.000,0.000,4264291.000,0,0,0,0,0
170993001128,170993001128,2017,Illinois,1709930,372,20.000,1.000,0.000,1751077.750,0,0,0,0,0
170993001130,170993001130,2017,Illinois,1709930,1131,60.500,1.000,0.000,4944844.000,0,0,0,0,0
170993001131,170993001131,2017,Illinois,1709930,281,18.500,1.000,2.000,1555763.875,0,0,0,0,0
170993001135,170993001135,2017,Illinois,1709930,357,19.000,1.000,0.000,1655968.125,0,0,0,0,0
170993001136,170993001136,2017,Illinois,1709930,351,22.500,1.000,0.000,2030788.625,0,0,0,0,0
170993001138,170993001138,2017,Illinois,1709930,895,52.000,1.000,0.000,3942388.250,0,0,0,0,0
170993001139,170993001139,2017,Illinois,1709930,1276,79.000,4.000,0.000,6570590.000,161,49,0,147,0
170993001141,170993001141,2017,Illinois,1709930,299,17.000,1.000,0.000,1536920.750,0,0,0,0,0
170993001143,170993001143,2017,Illinois,1709930,585,31.000,1.000,0.000,2645640.000,0,0,0,0,0
170993001144,170993001144,2017,Illinois,1709930,550,36.000,1.000,0.000,2702528.000,0,0,0,0,0
170993001145,170993001145,2017,Illinois,1709930,873,45.000,1.000,0.000,3582249.750,0,0,0,0,0
170993001147,170993001147,2017,Illinois,1709930,628,35.000,1.000,0.000,2786039.500,0,0,0,0,0
170993001148,170993001148,2017,Illinois,1709930,298,19.000,1.000,0.000,1204605.250,0,0,0,0,0
170993001149,170993001149,2017,Illinois,1709930,723,48.500,2.000,3.000,3656245.750,22,0,0,22,0
170993001150,170993001150,2017,Illinois,1709930,449,30.000,1.000,0.000,2011704.250,0,0,0,0,0
170993001151,170993001151,2017,Illinois,1709930,400,20.000,1.000,0.000,1583025.250,0,0,0,0,0
170993001153,170993001153,2017,Illinois,1709930,3373,190.000,9.000,2.000,14759672.000,817,160,111,689,0
170993001154,170993001154,2017,Illinois,1709930,743,43.000,1.000,0.000,3489435.750,0,0,0,0,0
170993001155,170993001155,2017,Illinois,1709930,345,16.000,1.000,0.000,1493353.125,0,0,0,0,0
170993001156,170993001156,2017,Illinois,1709930,411,24.000,1.000,0.000,2129048.500,0,0,0,0,0
170993001157,170993001157,2017,Illinois,1709930,986,54.000,1.000,0.000,3900021.500,0,0,0,0,0
170993001159,170993001159,2017,Illinois,1709930,231,18.500,2.000,0.000,1470757.250,0,0,0,0,0
170993001161,170993001161,2017,Illinois,1709930,248,23.000,1.000,0.000,2005786.000,9,0,0,11,0
170993001163,170993001163,2017,Illinois,1709930,330,22.000,1.000,0.000,1709032.375,0,0,0,0,0
170993001165,170993001165,2017,Illinois,1709930,346,20.000,2.000,0.000,1863625.375,0,0,0,0,0
170993001166,170993001166,2017,Illinois,1709930,236,14.000,1.000,1.000,1289041.500,0,0,0,0,0
170993001168,170993001168,2017,Illinois,1709930,199,13.000,1.000,0.000,918683.562,0,0,0,0,0
170993001171,170993001171,2017,Illinois,1709930,805,43.000,1.000,1.000,3598058.750,0,0,0,0,0
170993001174,170993001174,2017,Illinois,1709930,926,49.000,1.000,5.000,4000268.750,0,0,0,0,0
170993001176,170993001176,2017,Illinois,1709930,441,40.000,1.000,0.000,2423514.000,0,0,0,0,0
170993001177,170993001177,2017,Illinois,1709930,544,38.000,1.000,0.000,2995266.000,0,0,0,0,0
170993001180,170993001180,2017,Illinois,1709930,1726,100.500,6.000,0.000,8329470.000,567,174,72,521,0
170993001181,170993001181,2017,Illinois,1709930,1412,81.500,1.000,2.000,5633106.000,0,0,0,0,0
170993001183,170993001183,2017,Illinois,1709930,319,21.000,1.000,0.000,1925121.875,0,0,0,0,0
170993001185,170993001185,2017,Illinois,1709930,2101,127.500,6.000,0.000,10498951.000,723,233,185,620,0
